incident_id,actor,action,location,time_period,severity,contributing_factor
51,Worker-B2,left valve open,Control-Room,night,high,equipment-malfunction
52,Worker-D0,spilled solvent,Storage-East,early-afternoon,low,inadequate-training
53,Worker-A1,spilled solvent,Roof-Access,early-morning,high,fatigue
54,Worker-A3,dropped container,Basement-Pump,early-afternoon,high,weather-conditions
55,Worker-B2,misread gauge,Bay-3,early-morning,minor,supervision-lapse
56,Worker-F1,stored improperly,Control-Room,evening,critical,equipment-malfunction
57,Worker-E1,skipped inspection,Corridor-South,late-morning,low,communication-failure
58,Worker-F4,dropped container,Mezzanine,evening,minor,communication-failure
59,Worker-F2,forgot PPE,Bay-3,noon,moderate,fatigue
60,Worker-D1,disabled sensor,Mezzanine,late-afternoon,critical,communication-failure
61,Worker-B0,spilled solvent,Mezzanine,early-morning,low,weather-conditions
62,Worker-F3,crossed barrier,Basement-Pump,early-afternoon,moderate,supervision-lapse
63,Worker-A0,blocked exit path,Yard-Exterior,early-afternoon,critical,understaffing
64,Worker-A0,spilled solvent,Bay-2,early-morning,low,time-pressure
65,Worker-F0,spilled solvent,Storage-West,late-afternoon,low,time-pressure
66,Worker-E2,tripped over cable,Yard-Exterior,late-morning,low,inadequate-training
67,Worker-F0,crossed barrier,Storage-West,early-morning,minor,complacency
68,Worker-E1,forgot PPE,Loading-Dock,early-afternoon,low,understaffing
69,Worker-F0,spilled solvent,Bay-2,early-morning,critical,supervision-lapse
70,Worker-F0,misread gauge,Storage-East,noon,critical,poor-lighting
71,Worker-A0,skipped inspection,Basement-Pump,night,high,equipment-malfunction
72,Worker-E2,exceeded load limit,Mezzanine,mid-morning,low,understaffing
73,Worker-E1,stored improperly,Storage-East,mid-morning,critical,time-pressure
74,Worker-F0,crossed barrier,Bay-4,mid-morning,moderate,supervision-lapse
75,Worker-A4,dropped container,Storage-West,early-afternoon,high,supervision-lapse
76,Worker-C1,overloaded circuit,Loading-Dock,noon,critical,poor-lighting
77,Worker-F4,exceeded load limit,Bay-3,evening,high,inadequate-training
78,Worker-D1,left valve open,Basement-Pump,late-morning,minor,weather-conditions
79,Worker-D3,overloaded circuit,Corridor-North,early-afternoon,minor,supervision-lapse
80,Worker-E0,dropped container,Corridor-North,mid-morning,minor,inadequate-training
81,Worker-F4,forgot PPE,Storage-East,night,critical,communication-failure
82,Worker-A0,forgot PPE,Roof-Access,evening,critical,time-pressure
83,Worker-F3,spilled solvent,Mezzanine,mid-morning,moderate,communication-failure
84,Worker-E1,bypassed lock,Mezzanine,early-afternoon,minor,poor-lighting
85,Worker-A4,disabled sensor,Corridor-North,mid-morning,critical,understaffing
86,Worker-A3,dropped container,Basement-Pump,late-afternoon,critical,understaffing
87,Worker-F0,used wrong tool,Control-Room,early-afternoon,high,inadequate-training
88,Worker-D4,used wrong tool,Corridor-North,late-morning,low,fatigue
89,Worker-E3,overloaded circuit,Roof-Access,noon,low,fatigue
90,Worker-F2,blocked exit path,Storage-West,noon,low,equipment-malfunction
91,Worker-F2,dropped container,Bay-1,early-afternoon,moderate,complacency
92,Worker-A4,disabled sensor,Bay-3,early-morning,minor,weather-conditions
93,Worker-B4,entered restricted zone,Mezzanine,early-afternoon,critical,supervision-lapse
94,Worker-C3,tripped over cable,Roof-Access,late-morning,low,equipment-malfunction
95,Worker-E2,crossed barrier,Corridor-North,night,critical,distraction
96,Worker-D1,tripped over cable,Bay-3,early-morning,high,distraction
97,Worker-E0,started machine early,Roof-Access,late-morning,critical,weather-conditions
98,Worker-A3,left valve open,Corridor-North,early-afternoon,minor,weather-conditions
99,Worker-A2,crossed barrier,Bay-3,night,high,inadequate-training
100,Worker-D1,misread gauge,Storage-West,evening,critical,supervision-lapse
101,Worker-D1,mixed chemicals,Loading-Dock,early-morning,moderate,procedural-gap
102,Worker-F4,crossed barrier,Bay-1,late-afternoon,high,procedural-gap
103,Worker-E1,mixed chemicals,Corridor-South,late-morning,minor,poor-lighting
104,Worker-C1,removed guard,Bay-3,noon,minor,understaffing
105,Worker-F2,bypassed lock,Yard-Exterior,night,high,equipment-malfunction
106,Worker-F0,exceeded load limit,Bay-5,early-afternoon,moderate,supervision-lapse
107,Worker-E4,blocked exit path,Corridor-South,early-afternoon,high,communication-failure
108,Worker-E2,forgot PPE,Storage-East,evening,critical,communication-failure
109,Worker-B4,misread gauge,Basement-Pump,evening,low,communication-failure
110,Worker-A2,entered restricted zone,Corridor-South,mid-morning,high,procedural-gap
111,Worker-B4,disabled sensor,Bay-1,early-afternoon,critical,weather-conditions
112,Worker-B4,removed guard,Bay-2,late-morning,low,inadequate-training
113,Worker-A4,overloaded circuit,Control-Room,late-morning,moderate,procedural-gap
114,Worker-E1,blocked exit path,Bay-1,evening,minor,poor-lighting
115,Worker-A3,ignored alarm,Mezzanine,evening,moderate,supervision-lapse
116,Worker-E1,misread gauge,Corridor-South,mid-morning,low,equipment-malfunction
117,Worker-B1,spilled solvent,Roof-Access,early-afternoon,low,supervision-lapse
118,Worker-F4,blocked exit path,Mezzanine,night,critical,procedural-gap
119,Worker-B1,dropped container,Bay-3,early-afternoon,high,procedural-gap
120,Worker-F2,crossed barrier,Storage-East,night,minor,time-pressure
121,Worker-E0,ignored alarm,Corridor-North,noon,critical,communication-failure
122,Worker-D0,entered restricted zone,Mezzanine,early-afternoon,high,equipment-malfunction
123,Worker-D3,blocked exit path,Storage-East,mid-morning,minor,fatigue
124,Worker-C3,exceeded load limit,Yard-Exterior,early-morning,critical,time-pressure
125,Worker-E1,spilled solvent,Loading-Dock,early-morning,moderate,supervision-lapse
126,Worker-B4,forgot PPE,Storage-West,late-afternoon,high,weather-conditions
127,Worker-F2,skipped inspection,Corridor-North,noon,high,distraction
128,Worker-B2,started machine early,Mezzanine,noon,critical,procedural-gap
129,Worker-A3,crossed barrier,Storage-East,early-morning,critical,poor-lighting
130,Worker-C2,forgot PPE,Roof-Access,early-afternoon,moderate,time-pressure
131,Worker-D2,stored improperly,Bay-5,evening,minor,inadequate-training
132,Worker-B4,started machine early,Corridor-South,early-afternoon,critical,understaffing
133,Worker-E3,dropped container,Control-Room,early-morning,high,fatigue
134,Worker-C0,crossed barrier,Roof-Access,early-morning,low,procedural-gap
135,Worker-A2,dropped container,Bay-5,night,high,fatigue
136,Worker-A4,overloaded circuit,Control-Room,late-morning,critical,understaffing
137,Worker-A4,overloaded circuit,Corridor-North,mid-morning,moderate,fatigue
138,Worker-E0,bypassed lock,Storage-East,late-afternoon,minor,equipment-malfunction
139,Worker-C2,mixed chemicals,Bay-4,late-afternoon,minor,fatigue
140,Worker-B2,tripped over cable,Mezzanine,evening,low,distraction
141,Worker-A1,spilled solvent,Corridor-South,mid-morning,high,fatigue
142,Worker-E1,disabled sensor,Bay-5,late-afternoon,moderate,procedural-gap
143,Worker-D1,blocked exit path,Roof-Access,evening,critical,communication-failure
144,Worker-C3,tripped over cable,Corridor-South,late-morning,high,inadequate-training
145,Worker-B0,started machine early,Bay-2,mid-morning,moderate,equipment-malfunction
146,Worker-A1,blocked exit path,Storage-East,late-afternoon,minor,weather-conditions
147,Worker-C4,used wrong tool,Bay-3,early-morning,critical,poor-lighting
148,Worker-B4,crossed barrier,Corridor-North,early-morning,high,poor-lighting
149,Worker-E3,overloaded circuit,Bay-2,late-afternoon,critical,inadequate-training
150,Worker-C2,entered restricted zone,Corridor-South,night,moderate,equipment-malfunction
151,Worker-C4,forgot PPE,Yard-Exterior,late-morning,high,weather-conditions
152,Worker-A3,spilled solvent,Bay-3,late-morning,critical,inadequate-training
153,Worker-F3,stored improperly,Bay-3,early-afternoon,critical,inadequate-training
154,Worker-F2,used wrong tool,Roof-Access,late-afternoon,critical,time-pressure
155,Worker-A0,overloaded circuit,Storage-East,noon,low,inadequate-training
156,Worker-D1,bypassed lock,Corridor-North,early-afternoon,moderate,procedural-gap
157,Worker-F0,exceeded load limit,Storage-East,late-afternoon,moderate,fatigue
158,Worker-F0,left valve open,Bay-1,night,minor,equipment-malfunction
159,Worker-F3,blocked exit path,Yard-Exterior,evening,low,supervision-lapse
160,Worker-E2,bypassed lock,Storage-West,mid-morning,critical,distraction
161,Worker-C3,stored improperly,Loading-Dock,late-morning,moderate,supervision-lapse
162,Worker-C2,started machine early,Corridor-North,late-afternoon,moderate,equipment-malfunction
163,Worker-C4,overloaded circuit,Mezzanine,mid-morning,minor,fatigue
164,Worker-B1,disabled sensor,Storage-East,early-morning,critical,poor-lighting
165,Worker-E4,left valve open,Corridor-North,late-morning,minor,inadequate-training
166,Worker-C4,left valve open,Yard-Exterior,late-afternoon,low,weather-conditions
167,Worker-B2,crossed barrier,Mezzanine,late-morning,low,procedural-gap
168,Worker-A4,ignored alarm,Bay-4,mid-morning,low,complacency
169,Worker-E3,mixed chemicals,Control-Room,early-afternoon,minor,fatigue
170,Worker-E0,ignored alarm,Control-Room,evening,high,complacency
171,Worker-F4,removed guard,Loading-Dock,late-morning,moderate,weather-conditions
172,Worker-A4,left valve open,Storage-West,evening,low,poor-lighting
173,Worker-F2,entered restricted zone,Bay-4,evening,minor,weather-conditions
174,Worker-B0,stored improperly,Basement-Pump,early-morning,low,complacency
175,Worker-B2,stored improperly,Roof-Access,noon,critical,time-pressure
176,Worker-F0,left valve open,Bay-3,noon,minor,poor-lighting
177,Worker-D1,disabled sensor,Yard-Exterior,early-morning,low,time-pressure
178,Worker-A4,entered restricted zone,Yard-Exterior,noon,critical,complacency
179,Worker-A2,dropped container,Control-Room,mid-morning,low,communication-failure
180,Worker-E2,used wrong tool,Mezzanine,mid-morning,critical,weather-conditions
181,Worker-A1,blocked exit path,Bay-1,evening,critical,procedural-gap
182,Worker-D1,removed guard,Corridor-South,evening,moderate,fatigue
183,Worker-A4,disabled sensor,Bay-2,late-afternoon,critical,weather-conditions
184,Worker-C0,removed guard,Bay-2,noon,moderate,equipment-malfunction
185,Worker-A0,skipped inspection,Control-Room,noon,critical,weather-conditions
186,Worker-C0,removed guard,Bay-5,late-afternoon,high,equipment-malfunction
187,Worker-E0,overloaded circuit,Bay-5,late-morning,moderate,distraction
188,Worker-F4,left valve open,Storage-East,early-afternoon,low,procedural-gap
189,Worker-D2,skipped inspection,Storage-West,evening,moderate,time-pressure
190,Worker-A0,exceeded load limit,Bay-1,early-morning,minor,fatigue
191,Worker-B3,tripped over cable,Basement-Pump,early-afternoon,moderate,understaffing
192,Worker-D3,ignored alarm,Control-Room,late-morning,moderate,weather-conditions
193,Worker-B4,left valve open,Yard-Exterior,evening,critical,fatigue
194,Worker-D4,misread gauge,Corridor-South,noon,critical,time-pressure
195,Worker-E4,dropped container,Roof-Access,early-afternoon,moderate,understaffing
196,Worker-A0,left valve open,Control-Room,mid-morning,low,communication-failure
197,Worker-F1,used wrong tool,Bay-1,late-afternoon,low,poor-lighting
198,Worker-C2,blocked exit path,Storage-West,evening,critical,weather-conditions
199,Worker-A4,exceeded load limit,Bay-4,noon,critical,inadequate-training
200,Worker-F1,stored improperly,Bay-3,noon,high,distraction
201,Worker-E1,ignored alarm,Bay-4,late-morning,low,weather-conditions
202,Worker-B0,ignored alarm,Storage-West,evening,low,complacency
203,Worker-C1,mixed chemicals,Storage-West,late-afternoon,minor,procedural-gap
204,Worker-A0,exceeded load limit,Storage-West,noon,moderate,supervision-lapse
205,Worker-C1,left valve open,Bay-4,early-afternoon,critical,weather-conditions
206,Worker-B4,crossed barrier,Mezzanine,evening,low,procedural-gap
207,Worker-E1,stored improperly,Roof-Access,late-afternoon,minor,time-pressure
208,Worker-C0,dropped container,Basement-Pump,early-afternoon,critical,distraction
209,Worker-C3,left valve open,Control-Room,evening,minor,fatigue
210,Worker-E1,stored improperly,Storage-West,evening,critical,procedural-gap
211,Worker-E0,removed guard,Corridor-North,noon,minor,communication-failure
212,Worker-F0,removed guard,Yard-Exterior,evening,high,procedural-gap
213,Worker-F0,entered restricted zone,Control-Room,mid-morning,low,complacency
214,Worker-A1,crossed barrier,Corridor-South,late-morning,high,complacency
215,Worker-D3,misread gauge,Bay-4,late-afternoon,critical,weather-conditions
216,Worker-A0,crossed barrier,Roof-Access,evening,moderate,time-pressure
217,Worker-F0,started machine early,Bay-5,early-morning,minor,poor-lighting
218,Worker-B3,crossed barrier,Bay-4,late-afternoon,high,weather-conditions
219,Worker-D1,misread gauge,Bay-1,night,critical,understaffing
220,Worker-D3,stored improperly,Basement-Pump,night,critical,fatigue
221,Worker-C2,forgot PPE,Storage-West,late-morning,low,fatigue
222,Worker-C3,stored improperly,Yard-Exterior,mid-morning,low,time-pressure
223,Worker-F2,crossed barrier,Bay-2,late-afternoon,moderate,poor-lighting
224,Worker-A0,skipped inspection,Roof-Access,evening,moderate,distraction
225,Worker-B4,stored improperly,Basement-Pump,mid-morning,high,fatigue
226,Worker-E2,started machine early,Loading-Dock,early-afternoon,minor,procedural-gap
227,Worker-E2,spilled solvent,Storage-West,evening,moderate,weather-conditions
228,Worker-E1,exceeded load limit,Bay-5,late-morning,moderate,fatigue
229,Worker-F2,exceeded load limit,Storage-West,mid-morning,moderate,weather-conditions
230,Worker-C3,bypassed lock,Corridor-South,night,high,poor-lighting
231,Worker-A4,bypassed lock,Yard-Exterior,evening,low,understaffing
232,Worker-B4,misread gauge,Bay-1,evening,critical,equipment-malfunction
233,Worker-D0,stored improperly,Bay-4,early-afternoon,high,inadequate-training
234,Worker-A3,dropped container,Yard-Exterior,early-afternoon,critical,complacency
235,Worker-B4,tripped over cable,Bay-3,evening,high,poor-lighting
236,Worker-A4,overloaded circuit,Control-Room,night,minor,inadequate-training
237,Worker-E0,disabled sensor,Bay-3,noon,low,time-pressure
238,Worker-C1,crossed barrier,Corridor-North,late-afternoon,moderate,understaffing
239,Worker-D1,started machine early,Bay-3,early-morning,minor,weather-conditions
240,Worker-A1,mixed chemicals,Storage-East,evening,minor,time-pressure
241,Worker-E1,entered restricted zone,Basement-Pump,noon,low,distraction
242,Worker-F3,mixed chemicals,Bay-2,evening,critical,complacency
243,Worker-B0,started machine early,Bay-5,mid-morning,high,procedural-gap
244,Worker-B0,tripped over cable,Bay-1,early-afternoon,minor,time-pressure
245,Worker-F0,disabled sensor,Loading-Dock,early-afternoon,low,time-pressure
246,Worker-E0,ignored alarm,Corridor-South,night,low,supervision-lapse
247,Worker-C2,misread gauge,Corridor-North,early-afternoon,minor,distraction
248,Worker-E0,bypassed lock,Bay-2,noon,moderate,fatigue
249,Worker-D3,left valve open,Bay-3,mid-morning,critical,communication-failure
250,Worker-C0,skipped inspection,Corridor-South,night,high,fatigue
251,Worker-F1,misread gauge,Storage-West,late-morning,low,understaffing
252,Worker-C4,overloaded circuit,Storage-West,early-morning,low,poor-lighting
253,Worker-C4,blocked exit path,Bay-3,late-morning,high,complacency
254,Worker-D1,mixed chemicals,Corridor-South,mid-morning,minor,distraction
255,Worker-A1,removed guard,Storage-East,night,minor,fatigue
256,Worker-E4,entered restricted zone,Storage-West,mid-morning,minor,understaffing
257,Worker-A2,spilled solvent,Bay-2,early-afternoon,high,supervision-lapse
258,Worker-D3,ignored alarm,Bay-2,noon,moderate,communication-failure
259,Worker-C1,crossed barrier,Roof-Access,early-morning,low,procedural-gap
260,Worker-E2,crossed barrier,Yard-Exterior,noon,moderate,weather-conditions
261,Worker-E0,crossed barrier,Loading-Dock,early-afternoon,minor,inadequate-training
262,Worker-E4,disabled sensor,Yard-Exterior,late-morning,low,procedural-gap
263,Worker-C2,exceeded load limit,Corridor-North,night,minor,understaffing
264,Worker-F0,misread gauge,Basement-Pump,evening,critical,understaffing
265,Worker-B3,dropped container,Storage-West,mid-morning,moderate,understaffing
266,Worker-F3,started machine early,Yard-Exterior,late-afternoon,high,understaffing
267,Worker-A2,started machine early,Corridor-South,mid-morning,minor,weather-conditions
268,Worker-A2,disabled sensor,Mezzanine,early-afternoon,low,equipment-malfunction
269,Worker-A4,entered restricted zone,Storage-West,mid-morning,high,understaffing
270,Worker-C4,crossed barrier,Bay-4,early-afternoon,minor,inadequate-training
271,Worker-A0,forgot PPE,Roof-Access,mid-morning,high,inadequate-training
272,Worker-E2,spilled solvent,Corridor-North,mid-morning,moderate,understaffing
273,Worker-C2,mixed chemicals,Bay-2,night,moderate,complacency
274,Worker-B1,bypassed lock,Bay-4,early-afternoon,minor,communication-failure
275,Worker-C1,forgot PPE,Storage-West,noon,minor,distraction
276,Worker-F4,misread gauge,Bay-4,early-afternoon,minor,fatigue
277,Worker-A2,mixed chemicals,Basement-Pump,night,low,poor-lighting
278,Worker-D2,overloaded circuit,Storage-East,night,minor,communication-failure
279,Worker-C3,exceeded load limit,Storage-East,evening,minor,procedural-gap
280,Worker-E3,left valve open,Mezzanine,late-morning,low,communication-failure
281,Worker-F3,overloaded circuit,Corridor-South,noon,moderate,inadequate-training
282,Worker-E4,misread gauge,Bay-4,noon,moderate,weather-conditions
283,Worker-D4,stored improperly,Roof-Access,late-afternoon,low,supervision-lapse
284,Worker-A1,removed guard,Bay-1,mid-morning,moderate,weather-conditions
285,Worker-B0,overloaded circuit,Bay-5,late-afternoon,minor,procedural-gap
286,Worker-A2,exceeded load limit,Corridor-North,early-morning,critical,complacency
287,Worker-B4,spilled solvent,Bay-2,mid-morning,minor,weather-conditions
288,Worker-A2,spilled solvent,Control-Room,early-afternoon,critical,procedural-gap
289,Worker-B3,left valve open,Basement-Pump,early-afternoon,low,complacency
290,Worker-B3,spilled solvent,Corridor-South,noon,critical,procedural-gap
291,Worker-A2,tripped over cable,Mezzanine,mid-morning,minor,weather-conditions
292,Worker-E4,overloaded circuit,Corridor-South,late-morning,low,weather-conditions
293,Worker-F2,exceeded load limit,Control-Room,night,moderate,communication-failure
294,Worker-D0,started machine early,Control-Room,early-afternoon,high,supervision-lapse
295,Worker-A4,mixed chemicals,Bay-1,mid-morning,critical,equipment-malfunction
296,Worker-F0,spilled solvent,Storage-West,night,moderate,weather-conditions
297,Worker-F1,removed guard,Roof-Access,early-morning,moderate,weather-conditions
298,Worker-F2,dropped container,Corridor-South,late-morning,minor,complacency
299,Worker-C2,used wrong tool,Bay-4,evening,moderate,time-pressure
300,Worker-F2,misread gauge,Bay-5,late-morning,critical,distraction
301,Worker-E4,stored improperly,Yard-Exterior,evening,low,distraction
302,Worker-C0,misread gauge,Yard-Exterior,mid-morning,high,inadequate-training
303,Worker-C3,mixed chemicals,Roof-Access,noon,low,complacency
304,Worker-D1,removed guard,Bay-1,night,low,supervision-lapse
305,Worker-E3,mixed chemicals,Bay-3,night,moderate,understaffing
306,Worker-B4,removed guard,Bay-2,evening,high,supervision-lapse
307,Worker-C4,overloaded circuit,Roof-Access,late-afternoon,high,poor-lighting
308,Worker-A3,started machine early,Bay-4,late-morning,minor,supervision-lapse
309,Worker-E1,crossed barrier,Corridor-North,late-afternoon,minor,time-pressure
310,Worker-F0,started machine early,Bay-2,late-afternoon,critical,supervision-lapse
311,Worker-A3,spilled solvent,Bay-4,early-afternoon,high,understaffing
312,Worker-F3,entered restricted zone,Bay-1,late-afternoon,moderate,complacency
313,Worker-B2,tripped over cable,Basement-Pump,mid-morning,critical,understaffing
314,Worker-D1,spilled solvent,Roof-Access,early-morning,critical,complacency
315,Worker-D4,tripped over cable,Yard-Exterior,late-afternoon,high,time-pressure
316,Worker-C0,spilled solvent,Bay-1,late-afternoon,high,weather-conditions
317,Worker-F2,exceeded load limit,Bay-5,late-morning,high,time-pressure
318,Worker-D3,overloaded circuit,Bay-3,late-morning,minor,distraction
319,Worker-F2,ignored alarm,Yard-Exterior,mid-morning,critical,equipment-malfunction
320,Worker-D1,disabled sensor,Bay-2,evening,high,complacency
321,Worker-B2,bypassed lock,Storage-East,early-morning,critical,communication-failure
322,Worker-B2,exceeded load limit,Corridor-South,late-afternoon,low,poor-lighting
323,Worker-B1,spilled solvent,Roof-Access,night,high,communication-failure
324,Worker-E3,spilled solvent,Bay-4,late-afternoon,minor,understaffing
325,Worker-D1,disabled sensor,Bay-4,noon,minor,time-pressure
326,Worker-D0,tripped over cable,Storage-West,night,moderate,fatigue
327,Worker-B2,started machine early,Basement-Pump,night,low,time-pressure
328,Worker-C0,mixed chemicals,Storage-East,early-morning,high,time-pressure
329,Worker-B3,skipped inspection,Corridor-South,late-afternoon,moderate,weather-conditions
330,Worker-B3,crossed barrier,Mezzanine,early-morning,high,poor-lighting
331,Worker-A0,used wrong tool,Storage-West,night,low,supervision-lapse
332,Worker-A0,tripped over cable,Bay-1,early-morning,minor,fatigue
333,Worker-C2,blocked exit path,Corridor-North,late-afternoon,minor,time-pressure
334,Worker-B1,bypassed lock,Corridor-North,mid-morning,low,distraction
335,Worker-E2,disabled sensor,Bay-1,night,moderate,equipment-malfunction
336,Worker-F1,ignored alarm,Storage-East,late-afternoon,minor,understaffing
337,Worker-B3,started machine early,Mezzanine,night,low,supervision-lapse
338,Worker-F4,blocked exit path,Basement-Pump,evening,moderate,understaffing
339,Worker-C0,blocked exit path,Bay-4,late-afternoon,low,time-pressure
340,Worker-F0,spilled solvent,Yard-Exterior,early-morning,high,distraction
341,Worker-C3,entered restricted zone,Bay-2,late-afternoon,high,understaffing
342,Worker-C1,mixed chemicals,Storage-East,early-afternoon,moderate,distraction
343,Worker-D3,bypassed lock,Bay-4,early-afternoon,critical,understaffing
344,Worker-E0,stored improperly,Mezzanine,mid-morning,low,equipment-malfunction
345,Worker-E1,overloaded circuit,Storage-West,early-morning,moderate,equipment-malfunction
346,Worker-F2,used wrong tool,Bay-3,late-morning,critical,time-pressure
347,Worker-C4,dropped container,Loading-Dock,noon,minor,communication-failure
348,Worker-F0,blocked exit path,Bay-5,noon,high,supervision-lapse
349,Worker-F4,blocked exit path,Mezzanine,night,low,fatigue
350,Worker-D3,removed guard,Bay-4,mid-morning,critical,inadequate-training
351,Worker-A3,tripped over cable,Yard-Exterior,mid-morning,minor,inadequate-training
352,Worker-B1,used wrong tool,Bay-3,late-morning,low,time-pressure
353,Worker-F3,disabled sensor,Bay-3,early-afternoon,low,weather-conditions
354,Worker-E0,exceeded load limit,Bay-1,late-morning,low,weather-conditions
355,Worker-A3,forgot PPE,Basement-Pump,evening,low,supervision-lapse
356,Worker-C3,bypassed lock,Bay-2,evening,critical,communication-failure
357,Worker-B0,mixed chemicals,Storage-East,late-afternoon,high,weather-conditions
358,Worker-B1,blocked exit path,Bay-2,evening,minor,complacency
359,Worker-E4,tripped over cable,Bay-3,early-afternoon,critical,poor-lighting
360,Worker-B2,disabled sensor,Storage-West,noon,critical,understaffing
361,Worker-B4,entered restricted zone,Corridor-North,late-morning,low,distraction
362,Worker-C1,removed guard,Bay-1,early-afternoon,high,weather-conditions
363,Worker-C0,disabled sensor,Bay-1,early-morning,high,supervision-lapse
364,Worker-E4,entered restricted zone,Bay-5,evening,critical,supervision-lapse
365,Worker-A4,crossed barrier,Bay-1,night,high,weather-conditions
366,Worker-F2,exceeded load limit,Yard-Exterior,late-afternoon,high,complacency
367,Worker-F3,blocked exit path,Bay-2,late-afternoon,low,procedural-gap
368,Worker-A4,blocked exit path,Corridor-North,early-afternoon,minor,understaffing
369,Worker-A2,ignored alarm,Bay-5,early-afternoon,moderate,communication-failure
370,Worker-A0,crossed barrier,Corridor-North,late-afternoon,high,distraction
371,Worker-D4,started machine early,Storage-West,late-morning,moderate,inadequate-training
372,Worker-E4,started machine early,Roof-Access,early-morning,moderate,inadequate-training
373,Worker-E2,disabled sensor,Control-Room,noon,critical,poor-lighting
374,Worker-D0,started machine early,Corridor-North,noon,low,communication-failure
375,Worker-A0,skipped inspection,Roof-Access,night,critical,time-pressure
376,Worker-C4,tripped over cable,Bay-1,evening,low,complacency
377,Worker-B4,started machine early,Bay-2,early-morning,low,weather-conditions
378,Worker-C4,skipped inspection,Bay-1,noon,moderate,weather-conditions
379,Worker-E4,bypassed lock,Bay-4,early-morning,minor,equipment-malfunction
380,Worker-D0,bypassed lock,Bay-5,night,critical,procedural-gap
381,Worker-F0,tripped over cable,Bay-2,night,minor,fatigue
382,Worker-B3,forgot PPE,Roof-Access,early-morning,critical,procedural-gap
