image_id,prop_0,prop_1,prop_2,prop_3,prop_4
2148,3,4,0,1,1
6928,4,5,0,2,0
5671,2,4,0,2,0
1638,5,1,2,2,0
5891,5,1,2,0,0
7427,5,5,0,2,0
608,1,1,0,2,1
6907,4,4,2,2,1
399,3,0,1,1,0
7247,0,4,1,1,0
6406,0,0,2,0,1
882,3,0,1,0,1
3565,5,5,0,2,1
4285,4,2,0,2,1
1179,0,3,0,2,0
5448,1,1,0,1,1
4244,3,3,1,2,1
5218,4,5,1,1,0
3976,2,0,2,0,0
2130,3,4,1,0,1
5078,5,1,2,0,1
456,4,4,2,0,1
5582,2,0,2,1,1
5175,5,5,1,0,1
1950,4,4,2,2,0
5372,4,3,2,1,1
689,3,1,0,0,1
8852,0,2,0,2,0
6525,5,5,1,0,0
9821,3,0,2,1,0
6488,5,0,1,0,1
6921,0,5,1,0,0
1953,5,3,1,0,0
7634,4,2,2,0,1
5636,1,2,0,2,0
7154,5,3,0,0,0
8424,3,1,2,0,0
6610,1,1,2,2,1
2710,0,1,0,0,0
8730,2,4,0,0,1
3201,3,0,2,2,0
4349,4,3,1,0,1
4138,5,5,1,1,1
1884,2,3,0,1,1
8639,1,5,2,1,0
4485,2,1,2,0,1
2494,1,5,1,2,0
5947,0,5,2,1,0
3036,2,2,0,2,0
5777,5,2,0,2,0
3603,1,3,0,0,0
845,1,3,1,2,0
542,0,5,0,2,0
3724,1,4,2,1,1
4187,4,5,2,2,0
3679,3,3,1,1,0
8899,2,5,2,1,0
7967,4,1,0,2,0
8485,1,5,1,1,1
6075,4,0,2,1,0
7340,5,2,0,1,1
8225,0,1,1,1,1
7246,5,5,0,2,1
9710,4,0,1,2,0
8290,5,1,2,0,0
7137,2,4,1,1,0
2964,1,0,2,0,1
7559,0,3,1,0,0
2529,4,5,2,0,1
7284,1,5,0,1,0
5772,1,0,0,0,1
1048,5,5,0,1,0
7045,0,1,2,0,0
1960,1,2,2,0,1
2530,1,5,0,0,1
9048,4,1,1,2,0
7603,2,3,2,1,1
6524,5,1,2,1,1
237,4,4,1,0,1
4917,0,3,2,2,1
6479,1,2,1,1,0
1133,5,4,2,1,0
6976,1,0,2,1,1
5901,4,3,0,0,1
9057,2,1,1,2,0
4259,1,5,0,1,0
8840,2,0,2,1,1
6965,4,0,2,1,0
9979,1,3,0,1,0
792,0,1,1,1,1
1985,1,2,0,2,0
5656,2,4,1,2,1
8739,5,2,0,1,0
7935,0,4,2,1,1
6097,0,1,2,0,0
5907,0,5,0,0,0
7373,3,1,1,1,1
8128,1,5,1,2,1
2978,4,0,0,1,1
8861,2,0,1,0,0
9301,3,0,2,2,0
6721,3,3,1,2,0
7842,2,2,0,1,0
5524,5,1,1,1,1
8721,0,1,0,1,1
8431,2,1,0,2,1
9008,3,5,1,1,0
8603,1,4,0,0,1
7174,5,5,1,1,1
3919,1,2,2,2,1
3138,2,0,2,0,0
9416,1,2,1,1,0
9933,3,2,0,0,1
5789,5,5,0,2,0
4073,5,3,2,1,0
3287,3,3,0,1,1
3229,5,2,0,1,0
1826,3,0,2,2,0
5548,4,2,0,2,1
593,2,0,2,2,0
2725,0,5,0,2,1
4137,3,1,0,0,0
560,4,1,1,1,0
7406,5,4,1,2,1
8806,3,2,1,2,0
8386,5,5,0,2,1
243,2,3,2,1,0
7268,3,3,0,2,1
5435,2,5,1,1,1
4437,3,1,0,2,0
9684,4,2,0,1,1
8106,3,1,0,1,0
405,2,1,2,0,1
1442,0,2,2,1,0
261,3,0,0,2,0
4406,0,5,1,0,1
7633,1,3,1,0,1
9533,1,5,1,2,1
1689,1,2,2,0,1
9866,2,5,0,2,1
1725,3,4,0,0,0
8994,1,2,0,0,0
4930,1,3,1,0,0
5962,2,1,1,2,1
2496,2,5,1,1,1
9014,0,0,0,2,0
6904,4,4,1,1,0
6106,0,2,2,2,0
8200,4,3,0,1,1
340,2,2,0,0,1
2408,2,3,1,2,0
1601,4,1,2,2,0
9864,5,3,2,0,1
8359,2,0,1,2,0
5782,5,4,1,0,1
4576,0,4,1,1,1
7971,3,2,0,1,1
3725,5,4,1,1,1
2556,5,4,0,0,0
2785,4,3,0,1,0
1523,3,1,2,0,0
7717,2,5,2,2,1
2507,1,5,0,0,0
2831,4,1,1,0,1
1012,0,1,2,0,1
5280,2,1,1,0,1
4895,5,3,2,0,1
1766,1,2,1,1,0
4551,3,3,2,2,1
7121,5,2,0,0,1
6549,1,3,0,0,1
4037,0,0,2,2,0
8270,2,5,1,2,0
148,4,5,0,1,1
285,4,4,2,2,1
7800,4,5,1,2,0
9651,1,2,0,0,0
363,4,0,0,0,1
5367,2,2,0,0,0
9945,2,2,1,1,0
8410,0,2,2,2,1
9453,2,1,1,0,0
4725,3,0,0,0,1
7271,1,0,2,2,1
6770,2,4,2,0,0
4443,2,4,2,1,1
7446,5,3,0,2,1
236,0,2,2,1,0
7709,2,3,1,0,0
9585,0,1,0,0,1
2562,2,5,2,2,1
7123,1,3,2,1,0
8536,1,2,2,2,1
9602,5,0,0,2,1
5519,4,5,2,2,0
9613,2,2,0,0,1
3083,1,1,1,1,1
2959,0,4,0,0,0
2102,3,3,2,2,1
632,3,4,0,2,1
6813,4,2,1,1,1
2493,3,2,0,0,1
2665,2,2,1,0,0
8494,2,3,2,2,0
8425,1,3,2,1,0
9266,4,0,2,1,0
4211,2,0,2,1,0
3874,0,4,0,1,1
2817,5,5,2,0,0
8268,0,4,0,2,0
9815,2,1,2,0,0
7426,4,1,0,1,0
8602,5,4,0,1,1
8475,2,1,2,1,1
1735,4,1,2,0,0
7397,4,0,0,1,0
4255,0,2,0,2,0
8288,3,4,2,0,1
2475,4,3,0,2,1
9984,1,1,0,0,1
3713,0,1,1,1,1
8978,2,1,2,0,1
1804,2,2,1,0,1
707,3,1,0,0,1
9191,1,5,2,1,1
5189,0,0,0,1,1
5472,4,0,0,1,1
72,4,3,1,1,0
7843,2,0,0,1,1
5101,4,1,1,0,1
6764,0,2,0,2,0
1125,3,0,1,0,1
1241,2,5,0,0,1
8253,3,5,2,1,0
2349,0,1,1,0,0
6602,2,3,0,0,0
6780,3,0,1,1,1
4358,2,2,2,1,0
1343,4,3,0,1,1
9988,1,5,0,0,1
8679,4,5,1,1,1
9575,5,4,1,2,0
6652,5,4,2,2,1
1100,1,4,1,2,1
7327,5,3,2,0,0
7622,0,2,2,2,1
987,1,4,2,2,1
2852,4,3,0,1,1
630,5,4,2,2,0
1249,1,2,1,0,1
3179,5,2,0,2,1
482,0,1,0,1,1
3040,1,3,0,2,0
5010,1,1,1,1,1
8727,2,5,0,1,1
7000,5,0,0,0,1
3273,0,2,1,0,0
7227,2,5,0,2,0
3683,3,1,0,2,0
6674,1,1,0,1,1
6807,5,2,1,0,1
9738,1,4,0,1,1
1316,4,0,0,2,1
3225,4,1,0,0,0
1072,3,0,0,1,1
4815,1,5,1,1,0
8459,5,3,1,2,0
5752,1,2,0,1,0
9145,2,4,1,0,0
4616,2,4,0,1,0
3097,3,1,2,2,1
6869,0,3,0,2,1
1300,5,5,2,0,1
7285,5,2,1,0,0
6284,0,2,0,0,1
5495,4,5,1,2,1
5291,0,4,2,0,0
1798,0,1,2,0,0
5203,5,0,0,0,0
8227,3,2,2,2,0
5047,0,3,2,2,0
6441,1,0,2,2,0
8105,5,5,2,0,1
2359,2,4,1,1,0
9380,3,1,1,2,0
3654,4,2,2,2,0
7052,2,0,0,0,0
1286,2,2,1,0,0
9126,0,5,2,2,0
4445,3,4,0,1,1
2137,5,2,2,2,1
6787,4,3,0,0,1
9752,4,3,1,1,1
8510,1,5,2,1,1
9539,0,1,1,1,1
6894,3,3,2,1,1
8569,4,2,1,2,0
7151,0,1,0,2,1
963,2,5,0,2,1
6012,2,1,2,0,0
4882,1,3,2,2,1
140,4,5,1,1,1
9032,0,1,1,2,0
6936,1,0,1,0,1
6542,3,2,1,0,1
5243,3,0,0,0,0
4431,1,0,1,0,0
406,1,1,0,1,0
8212,4,3,0,2,1
8376,5,4,1,2,1
8627,3,4,0,1,1
8234,5,2,1,1,1
4399,3,5,1,1,1
5252,4,1,0,2,0
11,2,0,0,0,1
4760,3,1,2,0,0
1177,3,1,2,1,1
2863,0,4,0,1,0
6471,1,2,1,2,0
6228,5,1,2,0,1
2989,0,1,2,2,0
7117,4,1,1,0,0
7010,1,4,0,0,1
8557,1,2,1,2,0
1440,5,4,1,1,0
9747,0,2,0,2,0
2875,2,5,2,2,1
9098,1,1,2,0,1
8788,5,5,0,2,0
7232,1,3,2,2,0
3726,1,5,2,2,0
2772,0,5,0,0,0
454,4,0,1,1,0
8189,3,3,2,2,1
1367,1,0,1,2,0
3712,3,4,2,2,0
9852,0,1,0,0,1
1388,2,4,1,2,0
1000,0,2,1,2,1
7761,0,4,1,2,1
3553,2,2,2,1,1
4114,4,0,0,0,1
1667,4,3,1,1,0
3173,0,5,0,1,0
9397,1,2,2,0,0
488,5,2,2,1,1
3230,2,4,0,1,0
3828,4,2,2,1,0
8651,4,3,1,2,0
5208,3,0,0,1,0
7848,0,4,2,2,1
5704,4,1,2,2,0
9639,4,2,2,1,0
8133,1,4,0,2,0
703,2,5,0,1,1
5105,4,3,1,2,1
8893,2,4,1,2,0
3291,2,1,2,1,0
8125,1,2,1,1,0
9631,2,2,1,0,0
9021,5,5,2,1,1
4909,2,1,1,2,0
4440,0,2,1,0,0
986,3,4,2,1,1
9236,2,5,2,0,0
9883,4,2,0,1,1
7705,2,0,2,1,1
6257,0,0,1,2,0
6089,5,2,0,1,1
5238,1,1,2,1,1
1198,0,0,2,2,0
9070,4,0,1,2,0
7519,1,3,1,2,1
6812,2,1,1,2,0
8320,3,5,0,0,0
7175,3,2,2,0,1
4470,0,2,1,1,0
891,4,0,0,0,0
1969,0,5,0,0,0
5757,3,4,0,0,1
6527,1,3,2,1,1
6294,2,2,0,2,0
7595,0,5,2,2,1
3249,2,4,2,0,1
6570,1,4,2,2,1
6638,5,3,0,1,1
7351,5,2,2,1,1
9172,5,2,2,0,1
7473,1,2,2,2,0
9601,4,5,2,2,0
8673,5,0,2,2,0
1239,0,2,0,1,0
2289,1,1,2,0,1
2740,1,4,2,1,1
4585,2,5,1,2,0
1229,5,4,1,2,1
6980,2,2,0,0,0
5178,0,5,1,0,0
4293,4,0,2,0,0
1058,2,0,1,1,0
6262,1,0,1,1,0
281,5,2,2,1,0
968,1,4,2,2,1
3953,4,4,2,0,1
1939,3,0,1,1,1
8464,2,5,1,1,1
1274,2,3,2,0,1
619,0,2,2,0,0
8505,4,0,0,0,0
1742,3,0,1,2,1
1390,4,2,0,0,0
2203,4,1,0,1,0
3568,4,5,1,2,1
6116,1,0,2,0,1
9970,3,3,1,0,0
6052,3,2,1,0,0
3178,2,0,2,0,1
3192,0,3,1,2,0
6099,1,2,1,2,1
7029,1,4,0,0,1
575,0,3,0,1,0
6656,1,5,2,0,1
7115,1,2,2,2,0
8802,3,2,1,1,1
6276,1,3,0,1,0
8984,0,5,2,0,1
5897,1,4,1,0,0
5724,5,0,2,1,1
269,4,5,1,0,0
629,4,4,0,2,0
3081,3,4,2,0,0
3466,3,2,1,1,0
6430,0,4,0,0,0
9311,5,1,0,1,0
7062,1,5,1,2,0
9727,1,5,2,2,0
5543,4,3,2,2,1
4356,2,0,0,1,0
2113,2,5,2,1,0
8219,1,5,0,1,1
3216,5,2,2,0,1
3814,1,4,1,0,1
8321,0,5,1,2,0
8589,5,1,0,2,0
2278,0,5,0,2,0
4599,4,0,2,0,0
13,1,2,1,0,0
9225,5,5,0,2,0
1525,3,5,0,1,0
2365,3,4,2,2,0
4648,2,2,1,2,0
374,1,3,1,1,1
8521,1,5,1,0,1
6477,2,4,0,0,0
525,0,2,0,2,0
6895,4,3,2,2,0
3591,0,5,2,1,0
7904,4,1,1,2,0
2958,3,0,0,1,0
529,4,2,1,0,0
3714,3,1,0,2,1
4732,1,2,0,2,0
1394,3,0,2,2,1
5631,4,4,0,1,0
6563,4,5,1,0,0
4703,1,4,1,1,0
1712,1,0,1,0,0
9755,3,2,0,1,1
955,0,3,2,0,0
6675,0,1,0,1,0
3453,3,3,2,0,1
2071,0,0,0,1,0
9740,4,1,0,2,1
158,4,1,2,1,0
7005,2,1,1,2,1
352,5,3,0,2,0
6078,0,5,2,0,0
6236,2,5,1,1,1
2920,0,0,2,2,0
4644,4,1,0,1,1
661,4,1,1,2,0
7057,3,5,1,2,1
3665,3,2,2,2,0
7979,1,5,1,1,1
306,1,4,2,1,0
4790,0,5,0,2,1
2356,2,3,0,2,0
1927,4,0,0,0,1
9939,4,4,0,1,0
3427,4,4,1,0,1
3638,3,3,2,1,0
1266,4,0,2,2,0
1560,5,5,1,0,0
7179,3,0,0,2,1
4109,0,2,2,0,0
7867,5,5,2,0,0
4904,4,5,2,2,1
7294,3,2,2,0,0
514,5,4,1,2,0
894,0,4,2,1,0
21,2,2,2,2,0
899,3,0,0,1,0
207,3,3,0,1,1
458,3,3,2,0,1
2430,2,3,0,1,1
8442,2,5,1,2,1
3389,5,0,0,1,0
3911,1,1,1,0,1
5383,2,5,1,0,0
552,0,0,1,0,1
3144,3,5,2,1,1
6917,0,3,2,0,0
2056,1,1,0,1,1
1925,2,2,0,0,0
634,0,3,1,2,0
6082,5,2,2,0,1
9270,4,4,1,2,0
9678,3,1,2,0,0
105,0,3,2,2,0
3041,5,0,1,2,1
1709,0,0,2,0,1
89,4,2,0,1,0
7014,1,2,1,1,0
3174,5,2,2,2,1
917,3,3,0,2,1
7833,2,5,2,2,1
6732,5,3,2,1,1
1949,5,5,1,2,0
6368,4,4,0,0,1
1,1,3,0,1,1
8032,2,2,0,2,0
6047,1,4,1,0,0
2720,1,1,1,0,1
9812,0,5,1,0,0
3117,0,0,0,1,1
9465,2,5,0,1,1
3762,0,5,2,1,0
213,0,5,2,2,0
778,3,4,1,0,0
3496,1,0,2,0,1
8817,1,3,0,2,1
2043,4,1,2,1,0
5420,0,1,1,1,0
6154,4,5,0,1,0
8357,2,1,0,1,0
8707,2,4,0,2,0
8465,2,2,2,2,1
4167,1,3,1,0,1
3788,3,1,2,2,0
583,4,1,0,0,1
9911,5,2,2,0,1
9986,4,1,2,2,1
116,0,2,0,0,0
6644,0,3,1,0,0
9033,2,5,0,1,1
9951,3,4,2,0,1
8959,1,5,0,0,0
1763,0,0,2,0,1
1875,1,5,1,2,0
3224,1,3,0,0,1
526,1,2,0,0,1
7725,5,4,1,2,1
2946,0,0,2,0,1
4473,1,2,1,1,0
5655,2,4,1,2,1
6059,2,1,0,2,1
959,1,4,0,0,0
6342,3,4,1,2,0
3633,0,1,1,0,1
1050,2,5,0,0,0
3380,0,0,2,2,1
3676,4,1,2,2,0
5776,1,2,0,2,1
9045,3,5,2,0,1
6573,0,1,0,2,1
5179,5,1,1,2,1
1607,0,4,2,0,0
3610,3,1,1,1,1
9758,4,3,1,0,1
6635,3,1,0,0,0
9997,3,3,2,1,1
791,0,2,1,2,0
3056,0,3,1,1,0
1980,0,3,0,1,0
3598,0,3,2,2,0
933,1,3,2,0,1
7424,4,2,2,2,1
5626,3,3,2,0,1
1682,2,1,0,0,0
