incident_id,actor,action,location,time_period,severity,contributing_factor
277,VA016,VA010,VL002,VT002,VS002,VC006
293,VA018,VA015,VL006,VT002,VS000,VC009
296,VA001,VA001,VL011,VT002,VS000,VC000
297,VA019,VA007,VL005,VT000,VS000,VC000
309,VA000,VA008,VL009,VT001,VS004,VC011
321,VA013,VA018,VL008,VT000,VS003,VC009
333,VA020,VA012,VL009,VT001,VS004,VC011
334,VA029,VA018,VL009,VT006,VS002,VC004
337,VA017,VA004,VL007,VT002,VS002,VC003
342,VA002,VA010,VL008,VT004,VS000,VC004
343,VA027,VA018,VL010,VT004,VS003,VC007
348,VA001,VA012,VL014,VT005,VS001,VC003
350,VA027,VA007,VL010,VT006,VS003,VC002
353,VA012,VA005,VL013,VT004,VS002,VC000
356,VA023,VA018,VL012,VT003,VS003,VC009
358,VA029,VA012,VL012,VT003,VS004,VC005
360,VA013,VA005,VL011,VT005,VS003,VC007
375,VA011,VA014,VL005,VT002,VS003,VC011
401,VA029,VA005,VL009,VT003,VS003,VC007
404,VA010,VA010,VL009,VT003,VS000,VC007
413,VA005,VA019,VL013,VT003,VS003,VC002
415,VA004,VA016,VL011,VT005,VS000,VC006
419,VA028,VA010,VL000,VT005,VS002,VC003
431,VA024,VA019,VL005,VT001,VS001,VC001
434,VA005,VA000,VL012,VT003,VS000,VC011
435,VA004,VA015,VL006,VT005,VS003,VC006
436,VA006,VA005,VL001,VT000,VS002,VC011
462,VA013,VA001,VL008,VT004,VS001,VC011
465,VA008,VA013,VL009,VT006,VS002,VC003
469,VA026,VA011,VL011,VT004,VS004,VC007
473,VA027,VA017,VL009,VT004,VS003,VC011
489,VA012,VA016,VL007,VT003,VS004,VC009
490,VA009,VA014,VL009,VT006,VS004,VC003
493,VA019,VA019,VL008,VT002,VS003,VC010
494,VA024,VA000,VL006,VT006,VS002,VC004
502,VA015,VA006,VL009,VT003,VS001,VC006
514,VA003,VA003,VL009,VT007,VS002,VC008
525,VA007,VA015,VL012,VT002,VS000,VC006
526,VA010,VA015,VL004,VT004,VS002,VC004
540,VA001,VA008,VL001,VT006,VS004,VC000
544,VA004,VA005,VL009,VT002,VS001,VC003
551,VA002,VA017,VL002,VT003,VS004,VC007
555,VA012,VA007,VL010,VT001,VS002,VC011
556,VA027,VA005,VL008,VT007,VS002,VC003
562,VA004,VA015,VL003,VT007,VS004,VC006
564,VA010,VA018,VL004,VT001,VS004,VC006
566,VA001,VA015,VL006,VT003,VS003,VC008
569,VA027,VA013,VL006,VT007,VS000,VC007
570,VA019,VA019,VL011,VT001,VS001,VC009
571,VA013,VA001,VL013,VT001,VS000,VC006
572,VA025,VA014,VL011,VT001,VS002,VC011
577,VA013,VA008,VL002,VT000,VS004,VC000
583,VA015,VA006,VL010,VT004,VS000,VC003
589,VA026,VA016,VL007,VT005,VS001,VC011
590,VA002,VA010,VL013,VT001,VS001,VC002
597,VA005,VA014,VL003,VT005,VS001,VC001
603,VA013,VA005,VL013,VT005,VS003,VC009
605,VA029,VA011,VL004,VT000,VS002,VC007
606,VA005,VA010,VL001,VT003,VS004,VC006
607,VA014,VA004,VL012,VT005,VS004,VC006
609,VA024,VA008,VL000,VT005,VS002,VC008
612,VA023,VA004,VL013,VT001,VS004,VC010
613,VA029,VA001,VL010,VT001,VS000,VC009
626,VA021,VA006,VL010,VT002,VS001,VC011
627,VA011,VA000,VL000,VT004,VS002,VC009
634,VA009,VA012,VL000,VT004,VS001,VC009
642,VA015,VA016,VL014,VT002,VS001,VC009
644,VA003,VA019,VL003,VT001,VS003,VC003
651,VA023,VA004,VL007,VT007,VS001,VC007
652,VA020,VA001,VL001,VT000,VS001,VC001
653,VA025,VA008,VL000,VT002,VS000,VC011
656,VA000,VA002,VL009,VT002,VS003,VC003
660,VA015,VA013,VL001,VT004,VS003,VC000
666,VA025,VA019,VL009,VT005,VS001,VC002
667,VA021,VA010,VL011,VT003,VS001,VC002
670,VA017,VA010,VL014,VT007,VS003,VC008
674,VA010,VA015,VL006,VT001,VS001,VC005
688,VA024,VA003,VL013,VT005,VS003,VC004
692,VA012,VA000,VL001,VT006,VS004,VC010
694,VA020,VA010,VL005,VT006,VS004,VC000
696,VA007,VA005,VL007,VT004,VS001,VC000
704,VA013,VA005,VL003,VT001,VS003,VC004
717,VA020,VA014,VL011,VT005,VS001,VC005
718,VA004,VA013,VL000,VT003,VS001,VC011
726,VA018,VA005,VL006,VT000,VS001,VC008
728,VA005,VA005,VL003,VT004,VS004,VC002
733,VA004,VA016,VL000,VT007,VS001,VC000
741,VA025,VA016,VL003,VT006,VS004,VC002
744,VA001,VA010,VL010,VT005,VS002,VC005
750,VA023,VA000,VL004,VT006,VS001,VC002
751,VA024,VA018,VL005,VT002,VS004,VC008
756,VA025,VA012,VL008,VT004,VS003,VC000
757,VA005,VA007,VL008,VT004,VS004,VC003
758,VA000,VA009,VL014,VT000,VS002,VC000
761,VA002,VA009,VL013,VT003,VS001,VC010
773,VA021,VA007,VL005,VT000,VS003,VC011
774,VA007,VA012,VL010,VT004,VS000,VC001
781,VA008,VA009,VL011,VT004,VS000,VC008
785,VA008,VA003,VL013,VT006,VS001,VC000
787,VA015,VA005,VL000,VT001,VS004,VC009
790,VA021,VA015,VL004,VT005,VS004,VC006
791,VA000,VA016,VL001,VT003,VS000,VC011
796,VA017,VA008,VL003,VT000,VS001,VC007
797,VA019,VA001,VL009,VT006,VS004,VC008
801,VA024,VA001,VL001,VT006,VS003,VC002
807,VA005,VA010,VL007,VT000,VS004,VC006
808,VA029,VA008,VL008,VT005,VS000,VC001
809,VA006,VA000,VL008,VT004,VS002,VC011
812,VA022,VA015,VL001,VT005,VS003,VC005
819,VA007,VA003,VL010,VT007,VS003,VC000
829,VA009,VA013,VL004,VT007,VS002,VC010
831,VA025,VA002,VL007,VT004,VS002,VC007
832,VA016,VA010,VL001,VT005,VS000,VC008
843,VA002,VA004,VL002,VT001,VS004,VC007
846,VA018,VA017,VL002,VT003,VS000,VC011
848,VA005,VA013,VL013,VT007,VS002,VC000
849,VA009,VA002,VL000,VT004,VS002,VC002
857,VA000,VA006,VL008,VT007,VS001,VC008
874,VA001,VA000,VL009,VT004,VS003,VC011
875,VA005,VA002,VL007,VT006,VS003,VC005
878,VA002,VA017,VL001,VT002,VS004,VC004
885,VA024,VA005,VL000,VT005,VS004,VC009
896,VA008,VA011,VL014,VT004,VS002,VC008
899,VA008,VA003,VL004,VT002,VS000,VC002
906,VA029,VA000,VL000,VT003,VS001,VC011
931,VA000,VA010,VL008,VT002,VS002,VC008
947,VA014,VA008,VL010,VT005,VS003,VC001
952,VA012,VA006,VL004,VT006,VS002,VC001
959,VA011,VA010,VL002,VT000,VS004,VC000
960,VA013,VA005,VL000,VT007,VS002,VC008
963,VA015,VA010,VL013,VT001,VS004,VC001
964,VA016,VA003,VL003,VT002,VS004,VC009
969,VA001,VA008,VL008,VT005,VS001,VC008
970,VA001,VA001,VL002,VT002,VS000,VC003
972,VA013,VA006,VL012,VT005,VS001,VC005
975,VA001,VA012,VL011,VT006,VS000,VC008
984,VA010,VA011,VL006,VT000,VS000,VC003
987,VA014,VA002,VL008,VT005,VS004,VC000
991,VA013,VA003,VL002,VT007,VS001,VC003
1011,VA018,VA010,VL012,VT003,VS000,VC011
1013,VA020,VA019,VL011,VT003,VS001,VC008
1014,VA029,VA002,VL005,VT000,VS000,VC004
1017,VA015,VA009,VL011,VT006,VS003,VC003
1018,VA028,VA009,VL009,VT006,VS002,VC010
1025,VA017,VA002,VL013,VT004,VS003,VC006
1035,VA029,VA019,VL009,VT007,VS000,VC005
1037,VA020,VA017,VL000,VT003,VS003,VC001
1038,VA010,VA000,VL014,VT002,VS003,VC004
1039,VA008,VA000,VL007,VT001,VS003,VC003
1040,VA015,VA006,VL002,VT006,VS003,VC006
1045,VA000,VA000,VL002,VT004,VS000,VC007
1058,VA004,VA013,VL001,VT005,VS003,VC004
1060,VA027,VA017,VL011,VT006,VS000,VC005
1061,VA020,VA001,VL007,VT007,VS002,VC005
1076,VA020,VA000,VL010,VT006,VS000,VC007
1079,VA020,VA018,VL005,VT003,VS001,VC001
1081,VA024,VA014,VL003,VT001,VS000,VC001
1087,VA009,VA017,VL005,VT001,VS002,VC008
1096,VA024,VA014,VL009,VT006,VS000,VC004
1103,VA012,VA000,VL008,VT005,VS002,VC011
1104,VA023,VA005,VL003,VT007,VS001,VC009
1109,VA009,VA003,VL000,VT005,VS000,VC003
1115,VA011,VA013,VL007,VT004,VS001,VC002
1116,VA028,VA008,VL010,VT007,VS002,VC006
1121,VA028,VA011,VL000,VT003,VS002,VC007
1126,VA010,VA003,VL014,VT006,VS003,VC010
1129,VA026,VA013,VL003,VT001,VS003,VC002
1131,VA029,VA017,VL012,VT005,VS003,VC004
1133,VA028,VA004,VL010,VT000,VS002,VC000
1136,VA027,VA008,VL008,VT006,VS003,VC011
1149,VA026,VA017,VL006,VT003,VS003,VC005
1166,VA014,VA015,VL000,VT004,VS004,VC007
1170,VA001,VA014,VL005,VT004,VS004,VC007
1182,VA003,VA009,VL008,VT002,VS000,VC007
1183,VA006,VA002,VL002,VT000,VS001,VC002
1196,VA022,VA010,VL009,VT003,VS001,VC004
1197,VA026,VA009,VL013,VT006,VS000,VC002
1202,VA022,VA006,VL001,VT001,VS000,VC000
1204,VA020,VA010,VL004,VT007,VS002,VC002
1205,VA028,VA009,VL011,VT006,VS003,VC010
1206,VA026,VA008,VL002,VT002,VS000,VC004
1212,VA020,VA014,VL004,VT007,VS004,VC005
1217,VA023,VA006,VL005,VT004,VS004,VC003
1223,VA012,VA019,VL012,VT001,VS003,VC007
1226,VA005,VA012,VL014,VT004,VS003,VC011
1229,VA026,VA016,VL012,VT001,VS000,VC007
1233,VA012,VA009,VL003,VT001,VS004,VC002
1235,VA028,VA000,VL005,VT006,VS000,VC005
1236,VA019,VA013,VL007,VT006,VS004,VC007
1245,VA012,VA018,VL008,VT007,VS001,VC004
1247,VA019,VA009,VL011,VT000,VS004,VC001
1251,VA006,VA019,VL000,VT003,VS002,VC007
1257,VA013,VA006,VL007,VT000,VS001,VC004
1258,VA004,VA008,VL008,VT007,VS001,VC009
1261,VA006,VA004,VL005,VT000,VS003,VC003
1264,VA026,VA010,VL004,VT003,VS001,VC005
1266,VA019,VA011,VL005,VT006,VS002,VC001
1275,VA025,VA018,VL003,VT006,VS002,VC002
1277,VA018,VA013,VL003,VT006,VS004,VC009
1278,VA008,VA017,VL014,VT001,VS004,VC000
1282,VA003,VA004,VL004,VT004,VS002,VC001
1285,VA014,VA012,VL011,VT002,VS000,VC003
1294,VA008,VA006,VL009,VT002,VS003,VC007
1305,VA000,VA004,VL007,VT005,VS000,VC011
1314,VA025,VA001,VL002,VT003,VS000,VC001
1315,VA002,VA016,VL010,VT006,VS003,VC002
1316,VA006,VA000,VL012,VT004,VS000,VC002
1324,VA005,VA009,VL000,VT007,VS002,VC011
1328,VA006,VA018,VL008,VT005,VS002,VC004
1335,VA009,VA010,VL011,VT000,VS001,VC004
1340,VA013,VA005,VL012,VT007,VS001,VC003
1356,VA015,VA003,VL009,VT007,VS004,VC011
1363,VA024,VA011,VL012,VT006,VS004,VC007
1367,VA010,VA014,VL004,VT001,VS000,VC005
1369,VA000,VA006,VL002,VT005,VS001,VC008
1370,VA000,VA003,VL006,VT006,VS000,VC002
1385,VA022,VA013,VL004,VT006,VS000,VC009
1392,VA020,VA008,VL004,VT000,VS004,VC002
1396,VA014,VA016,VL000,VT003,VS001,VC000
1405,VA018,VA004,VL003,VT003,VS004,VC002
1418,VA014,VA011,VL012,VT002,VS000,VC008
1419,VA000,VA002,VL013,VT007,VS003,VC003
1424,VA019,VA001,VL013,VT005,VS004,VC009
1429,VA021,VA012,VL007,VT007,VS000,VC004
1431,VA018,VA005,VL011,VT004,VS001,VC007
1433,VA020,VA002,VL000,VT000,VS003,VC008
1441,VA015,VA008,VL010,VT000,VS002,VC009
1446,VA008,VA011,VL004,VT005,VS003,VC007
1456,VA004,VA009,VL010,VT007,VS000,VC002
1458,VA017,VA019,VL012,VT005,VS003,VC004
1475,VA017,VA018,VL012,VT000,VS004,VC009
1482,VA009,VA001,VL002,VT003,VS000,VC000
1483,VA000,VA005,VL005,VT006,VS003,VC001
1487,VA011,VA015,VL009,VT007,VS001,VC000
1493,VA020,VA013,VL007,VT002,VS000,VC011
1494,VA028,VA006,VL009,VT007,VS004,VC009
1495,VA027,VA017,VL005,VT005,VS003,VC009
1496,VA028,VA000,VL010,VT005,VS001,VC009
1500,VA023,VA008,VL014,VT006,VS001,VC005
1509,VA008,VA017,VL002,VT007,VS000,VC002
1515,VA011,VA001,VL002,VT006,VS001,VC008
1529,VA009,VA014,VL013,VT003,VS000,VC000
1531,VA018,VA007,VL000,VT007,VS003,VC008
1533,VA013,VA011,VL009,VT005,VS003,VC009
1540,VA026,VA009,VL002,VT001,VS002,VC007
1541,VA004,VA001,VL002,VT001,VS000,VC007
1543,VA017,VA002,VL014,VT003,VS000,VC010
1547,VA016,VA004,VL004,VT000,VS003,VC003
1549,VA011,VA004,VL007,VT004,VS004,VC002
1551,VA026,VA018,VL005,VT007,VS001,VC004
1557,VA007,VA005,VL010,VT005,VS003,VC001
1563,VA017,VA001,VL012,VT003,VS003,VC009
1567,VA011,VA003,VL014,VT004,VS000,VC003
1569,VA000,VA016,VL005,VT000,VS000,VC003
1570,VA003,VA012,VL001,VT004,VS004,VC000
1571,VA010,VA004,VL010,VT005,VS002,VC006
1574,VA014,VA010,VL007,VT007,VS002,VC006
1579,VA003,VA008,VL004,VT000,VS000,VC001
1580,VA001,VA018,VL005,VT005,VS000,VC009
1588,VA007,VA012,VL008,VT006,VS004,VC003
1608,VA020,VA011,VL010,VT005,VS004,VC010
1610,VA011,VA014,VL013,VT000,VS004,VC005
1611,VA021,VA009,VL012,VT001,VS000,VC003
1622,VA028,VA000,VL014,VT000,VS004,VC002
1630,VA023,VA019,VL009,VT007,VS002,VC010
1635,VA009,VA018,VL000,VT002,VS002,VC008
1641,VA009,VA009,VL007,VT003,VS003,VC008
1645,VA029,VA015,VL014,VT001,VS001,VC002
1649,VA018,VA014,VL012,VT002,VS001,VC001
1651,VA011,VA008,VL005,VT004,VS003,VC004
1657,VA000,VA000,VL005,VT001,VS001,VC000
1665,VA018,VA015,VL001,VT002,VS004,VC006
1692,VA007,VA009,VL003,VT000,VS002,VC006
1699,VA006,VA008,VL005,VT001,VS004,VC007
1701,VA028,VA010,VL004,VT007,VS002,VC009
1710,VA025,VA011,VL005,VT005,VS004,VC010
1715,VA015,VA008,VL006,VT004,VS004,VC002
1726,VA022,VA012,VL003,VT000,VS004,VC002
1731,VA013,VA003,VL007,VT002,VS003,VC008
1737,VA006,VA019,VL006,VT003,VS000,VC005
1747,VA004,VA010,VL011,VT004,VS002,VC002
1749,VA027,VA001,VL003,VT004,VS003,VC001
1758,VA004,VA016,VL008,VT001,VS000,VC007
1760,VA027,VA011,VL005,VT000,VS002,VC011
1763,VA022,VA002,VL011,VT002,VS001,VC009
1775,VA012,VA004,VL009,VT006,VS002,VC001
1779,VA015,VA006,VL001,VT000,VS001,VC007
1780,VA008,VA010,VL003,VT000,VS004,VC002
1784,VA005,VA008,VL003,VT005,VS004,VC002
1790,VA013,VA002,VL002,VT004,VS002,VC008
1791,VA009,VA009,VL003,VT007,VS003,VC005
1793,VA006,VA019,VL009,VT001,VS004,VC008
1808,VA013,VA014,VL001,VT007,VS000,VC003
1816,VA027,VA003,VL000,VT004,VS003,VC004
1817,VA018,VA019,VL009,VT001,VS003,VC004
1820,VA004,VA014,VL010,VT007,VS003,VC003
1828,VA013,VA018,VL008,VT006,VS004,VC007
1832,VA016,VA002,VL011,VT003,VS004,VC005
1833,VA022,VA017,VL000,VT004,VS000,VC010
1835,VA002,VA012,VL014,VT007,VS004,VC004
1837,VA008,VA007,VL005,VT005,VS000,VC008
1843,VA024,VA005,VL014,VT000,VS000,VC010
1848,VA021,VA018,VL002,VT000,VS002,VC004
1850,VA009,VA015,VL013,VT002,VS002,VC002
1851,VA019,VA002,VL001,VT003,VS004,VC000
1869,VA022,VA010,VL008,VT003,VS004,VC004
1872,VA011,VA012,VL013,VT000,VS001,VC009
1874,VA005,VA015,VL006,VT005,VS004,VC009
1875,VA024,VA019,VL006,VT006,VS002,VC003
1879,VA003,VA003,VL011,VT006,VS003,VC003
1888,VA005,VA011,VL004,VT003,VS000,VC006
1890,VA008,VA010,VL011,VT001,VS004,VC006
1895,VA014,VA017,VL000,VT004,VS001,VC004
1896,VA017,VA001,VL006,VT003,VS002,VC010
1902,VA020,VA007,VL003,VT007,VS004,VC011
1910,VA015,VA009,VL008,VT000,VS004,VC001
1911,VA006,VA002,VL013,VT000,VS000,VC003
1914,VA018,VA012,VL012,VT007,VS000,VC010
1918,VA010,VA007,VL006,VT005,VS004,VC010
1919,VA018,VA015,VL002,VT007,VS000,VC011
1920,VA006,VA009,VL002,VT003,VS001,VC005
1921,VA020,VA001,VL014,VT004,VS003,VC004
1935,VA011,VA016,VL001,VT004,VS001,VC009
1948,VA001,VA000,VL000,VT001,VS002,VC005
1960,VA021,VA013,VL011,VT004,VS000,VC003
1973,VA024,VA014,VL009,VT004,VS004,VC010
1977,VA026,VA003,VL012,VT006,VS001,VC000
1978,VA025,VA011,VL005,VT000,VS004,VC005
1981,VA012,VA005,VL003,VT002,VS004,VC011
1982,VA018,VA019,VL013,VT005,VS001,VC000
1984,VA018,VA017,VL003,VT005,VS004,VC008
1985,VA003,VA007,VL008,VT000,VS000,VC001
1994,VA000,VA006,VL010,VT004,VS001,VC001
1998,VA012,VA016,VL003,VT005,VS003,VC001
2003,VA000,VA000,VL000,VT000,VS001,VC002
2004,VA010,VA004,VL002,VT007,VS000,VC000
2011,VA029,VA000,VL013,VT003,VS000,VC007
2012,VA014,VA017,VL003,VT000,VS001,VC011
2015,VA004,VA003,VL005,VT006,VS001,VC001
2019,VA020,VA018,VL004,VT005,VS002,VC009
2021,VA014,VA003,VL000,VT002,VS003,VC002
2024,VA013,VA007,VL009,VT006,VS003,VC009
2026,VA010,VA003,VL012,VT000,VS002,VC010
2027,VA024,VA005,VL005,VT006,VS002,VC001
2032,VA020,VA015,VL004,VT001,VS003,VC011
2033,VA011,VA006,VL014,VT006,VS000,VC007
2038,VA011,VA000,VL009,VT007,VS000,VC006
2040,VA026,VA013,VL001,VT002,VS003,VC010
2047,VA005,VA005,VL013,VT007,VS003,VC003
2049,VA028,VA009,VL014,VT003,VS004,VC008
2050,VA015,VA008,VL002,VT001,VS004,VC008
2056,VA017,VA017,VL003,VT003,VS002,VC004
2057,VA012,VA005,VL008,VT001,VS001,VC003
2058,VA006,VA004,VL012,VT005,VS004,VC007
2062,VA007,VA009,VL009,VT007,VS002,VC001
2063,VA010,VA001,VL001,VT004,VS000,VC005
2064,VA014,VA015,VL014,VT002,VS004,VC010
2066,VA029,VA009,VL008,VT005,VS003,VC011
2073,VA002,VA012,VL004,VT007,VS004,VC006
2078,VA017,VA007,VL000,VT000,VS004,VC000
2087,VA006,VA010,VL001,VT001,VS003,VC008
2095,VA019,VA019,VL008,VT001,VS001,VC001
2097,VA000,VA002,VL007,VT004,VS002,VC004
2098,VA026,VA001,VL010,VT006,VS003,VC010
2108,VA022,VA016,VL004,VT005,VS001,VC006
2111,VA024,VA019,VL003,VT006,VS004,VC004
2113,VA009,VA002,VL001,VT006,VS003,VC010
2122,VA028,VA019,VL009,VT004,VS002,VC008
2127,VA001,VA000,VL013,VT006,VS004,VC003
2134,VA016,VA002,VL012,VT005,VS000,VC005
2151,VA012,VA019,VL004,VT004,VS000,VC001
2160,VA003,VA005,VL001,VT005,VS000,VC001
2162,VA024,VA018,VL003,VT003,VS003,VC004
2194,VA002,VA003,VL002,VT003,VS003,VC011
2209,VA029,VA015,VL011,VT000,VS000,VC007
2212,VA025,VA018,VL003,VT004,VS003,VC007
2214,VA014,VA006,VL007,VT005,VS003,VC000
2217,VA002,VA011,VL004,VT002,VS003,VC010
2228,VA008,VA014,VL008,VT007,VS001,VC009
2231,VA027,VA018,VL010,VT004,VS001,VC002
2235,VA008,VA015,VL005,VT004,VS000,VC001
2236,VA003,VA015,VL002,VT006,VS001,VC004
2238,VA022,VA012,VL003,VT007,VS003,VC004
2250,VA009,VA007,VL011,VT000,VS002,VC006
2254,VA018,VA017,VL007,VT000,VS000,VC008
2262,VA001,VA005,VL007,VT001,VS002,VC002
2269,VA025,VA003,VL014,VT003,VS001,VC005
2272,VA021,VA013,VL007,VT006,VS004,VC003
2290,VA006,VA001,VL010,VT001,VS004,VC011
2291,VA008,VA016,VL001,VT001,VS003,VC003
2292,VA022,VA012,VL009,VT007,VS003,VC001
2296,VA023,VA005,VL001,VT006,VS001,VC006
2302,VA023,VA014,VL011,VT005,VS003,VC010
2316,VA023,VA014,VL013,VT005,VS003,VC007
2323,VA002,VA016,VL010,VT000,VS004,VC000
2330,VA020,VA003,VL007,VT002,VS004,VC005
2336,VA022,VA001,VL002,VT001,VS003,VC007
2341,VA017,VA017,VL009,VT004,VS004,VC010
2349,VA026,VA006,VL001,VT005,VS003,VC009
2352,VA022,VA015,VL012,VT001,VS004,VC001
2355,VA027,VA013,VL000,VT004,VS000,VC011
2360,VA014,VA012,VL009,VT006,VS000,VC010
2372,VA009,VA010,VL014,VT000,VS003,VC011
2374,VA003,VA002,VL011,VT002,VS003,VC010
2377,VA025,VA010,VL000,VT001,VS003,VC010
2388,VA029,VA008,VL009,VT005,VS002,VC004
2397,VA017,VA007,VL006,VT006,VS004,VC000
2400,VA024,VA002,VL007,VT000,VS000,VC000
2401,VA002,VA012,VL013,VT001,VS004,VC004
2402,VA009,VA016,VL010,VT001,VS000,VC001
2405,VA027,VA017,VL006,VT002,VS000,VC008
2406,VA007,VA014,VL006,VT004,VS001,VC004
2411,VA007,VA012,VL003,VT002,VS001,VC005
2413,VA018,VA018,VL012,VT003,VS001,VC009
2419,VA004,VA006,VL014,VT004,VS002,VC002
2420,VA001,VA014,VL014,VT003,VS003,VC000
2429,VA002,VA008,VL004,VT007,VS001,VC009
2431,VA010,VA017,VL011,VT003,VS004,VC000
2432,VA003,VA010,VL003,VT005,VS001,VC005
2436,VA019,VA011,VL014,VT004,VS001,VC009
2437,VA007,VA019,VL006,VT001,VS000,VC006
2439,VA019,VA000,VL000,VT000,VS003,VC011
2443,VA007,VA003,VL012,VT003,VS002,VC009
2445,VA020,VA005,VL011,VT003,VS002,VC003
2447,VA025,VA003,VL003,VT000,VS004,VC007
2451,VA025,VA000,VL011,VT003,VS000,VC004
2458,VA012,VA006,VL009,VT005,VS002,VC009
2459,VA014,VA016,VL003,VT000,VS004,VC005
2467,VA003,VA000,VL000,VT005,VS001,VC004
2473,VA017,VA010,VL013,VT001,VS004,VC007
2487,VA023,VA007,VL004,VT002,VS000,VC008
2493,VA014,VA015,VL010,VT002,VS004,VC003
2497,VA000,VA002,VL012,VT003,VS004,VC004
2508,VA004,VA013,VL012,VT000,VS003,VC011
2511,VA023,VA006,VL006,VT000,VS000,VC006
2512,VA020,VA014,VL013,VT002,VS003,VC002
2517,VA026,VA001,VL000,VT004,VS003,VC009
2518,VA015,VA013,VL011,VT005,VS002,VC009
2519,VA010,VA015,VL009,VT004,VS001,VC007
2538,VA014,VA006,VL014,VT002,VS003,VC004
2543,VA002,VA006,VL001,VT006,VS003,VC010
2544,VA029,VA005,VL014,VT006,VS001,VC002
2549,VA013,VA009,VL014,VT005,VS000,VC000
2551,VA019,VA003,VL013,VT003,VS002,VC000
2553,VA028,VA008,VL014,VT005,VS004,VC004
2555,VA017,VA000,VL014,VT007,VS004,VC001
2557,VA005,VA012,VL006,VT005,VS004,VC003
2559,VA023,VA007,VL002,VT002,VS001,VC002
2560,VA023,VA000,VL008,VT006,VS000,VC007
2561,VA029,VA002,VL005,VT005,VS002,VC005
2564,VA016,VA000,VL009,VT005,VS003,VC004
2567,VA008,VA019,VL011,VT003,VS001,VC001
2569,VA008,VA007,VL006,VT002,VS000,VC004
2570,VA023,VA012,VL009,VT004,VS001,VC003
2577,VA029,VA010,VL005,VT002,VS000,VC003
2580,VA013,VA019,VL006,VT003,VS003,VC000
2582,VA008,VA006,VL005,VT005,VS002,VC005
2596,VA003,VA000,VL006,VT006,VS001,VC002
2600,VA024,VA003,VL005,VT006,VS004,VC005
