image_id,prop_0,prop_1,prop_2,prop_3,prop_4
4321,2,4,1,0,1
3393,0,4,0,1,0
4751,5,1,2,2,1
7228,1,5,2,1,0
9190,2,3,0,2,1
2360,3,3,1,0,1
1147,3,3,2,0,0
5665,3,4,2,2,0
8074,2,2,1,2,1
4942,0,0,2,0,1
3662,2,0,1,2,0
1562,1,1,1,0,0
4112,1,1,2,0,0
9049,5,4,0,2,1
9275,5,3,1,2,1
8537,3,2,2,0,0
794,0,5,2,0,0
5853,5,5,2,0,1
7618,1,5,0,2,1
1593,3,2,0,1,0
7417,0,4,2,0,1
5266,2,1,1,1,1
7146,0,3,1,2,0
88,4,3,1,1,0
8694,0,3,2,0,0
9731,4,2,2,0,1
9445,0,5,0,0,0
6753,3,2,0,0,0
3501,0,0,0,1,1
2233,2,1,1,2,0
2802,0,3,0,0,0
4423,2,2,1,1,0
5662,3,4,1,1,1
7169,1,3,1,1,1
8336,5,1,2,0,1
2147,5,4,2,2,1
7968,1,0,0,1,0
6550,4,0,0,1,1
7642,3,4,2,1,0
6163,3,1,0,1,0
1494,0,0,1,0,1
7695,3,2,1,1,1
7093,0,1,1,2,0
1408,4,5,2,1,1
6690,0,0,0,2,0
3400,5,0,2,2,1
108,3,0,1,1,0
5635,2,2,2,0,1
8481,1,5,0,1,1
6603,0,5,1,1,0
1090,5,3,0,0,1
5559,0,5,0,0,1
9411,4,0,0,2,0
8142,2,4,0,0,0
8663,5,2,2,2,0
6595,2,5,2,1,0
623,4,5,0,0,0
6870,1,4,1,0,1
4813,3,2,0,2,1
6552,0,0,1,1,0
7529,3,5,0,2,0
5795,1,4,1,2,1
7436,3,1,1,1,0
4217,1,4,0,0,1
5940,2,2,2,2,1
8500,5,2,2,1,0
6428,4,3,0,2,0
6826,1,0,1,0,1
4130,4,0,0,1,0
7801,4,4,0,1,1
7753,3,0,1,1,1
4721,1,3,1,1,1
1650,1,5,1,2,1
4140,4,5,2,0,0
1617,4,4,0,2,1
2029,5,3,0,0,1
8517,2,0,0,1,1
4575,1,3,1,1,0
3992,0,1,2,0,0
7376,0,1,1,0,1
6149,4,2,0,1,1
4908,5,5,2,2,0
5026,4,4,2,0,0
8260,1,4,1,0,0
4731,0,2,2,0,0
7548,2,0,2,1,1
8134,3,2,1,0,0
1606,1,3,1,2,0
4773,5,1,0,0,1
8109,1,3,2,1,1
6951,0,2,0,2,0
6004,1,2,1,0,1
7728,3,2,0,0,0
3541,0,1,2,1,0
388,4,0,2,2,0
1794,0,5,1,0,1
8731,2,1,2,0,0
4919,3,4,0,2,0
5537,0,2,2,1,0
3872,0,4,1,0,1
8868,2,1,0,1,0
2254,1,4,0,2,1
3412,2,5,0,0,0
5459,3,1,2,1,0
4955,0,3,0,1,1
7396,1,3,2,0,1
5414,2,0,2,2,1
7399,1,2,1,0,0
7414,0,0,2,0,0
9100,4,1,2,1,0
4851,0,2,1,1,0
2025,4,1,1,0,1
2615,1,0,2,0,0
7388,4,3,2,0,0
2926,5,4,0,0,0
1121,0,1,1,1,0
2910,1,4,2,1,0
8146,5,5,1,0,0
7383,3,1,1,2,1
3482,1,0,2,0,0
795,2,0,1,0,0
1575,1,2,2,0,0
6176,0,5,1,2,0
6266,4,2,2,2,1
2458,3,3,1,2,0
3312,3,1,1,1,1
1253,5,5,0,1,0
6834,5,0,0,1,0
8794,4,2,2,0,1
3837,0,0,0,0,1
4398,4,2,1,1,0
3595,5,0,1,2,1
6621,1,0,1,2,0
8382,1,5,1,2,0
2124,1,2,0,1,1
3238,3,4,2,2,0
5403,1,0,0,1,1
5998,5,5,0,2,1
5938,2,4,1,0,0
2045,5,4,2,0,1
1578,2,2,2,0,0
14,5,2,1,2,0
2673,4,2,0,2,1
7016,0,1,2,2,0
8720,5,5,0,0,1
8849,5,3,2,0,1
4812,2,4,1,0,1
1084,4,5,0,2,0
4983,0,3,2,1,0
7155,2,2,2,0,1
2884,5,5,2,0,0
333,4,4,0,0,1
7204,3,3,1,2,1
4367,5,4,0,2,1
3079,0,1,2,2,0
7203,5,0,1,0,1
9909,3,3,1,0,0
8864,3,5,0,2,0
263,4,4,2,1,1
4337,1,3,2,2,0
8895,1,1,2,0,0
8447,2,5,2,1,0
5903,2,5,2,0,0
1498,0,5,2,0,1
4190,3,2,0,0,0
7485,0,4,0,0,1
9643,5,4,1,0,1
8310,2,4,0,1,1
7590,5,4,2,1,1
500,1,4,0,1,1
9155,3,2,2,1,0
9414,1,5,2,0,0
3095,3,1,2,2,1
4631,4,2,0,1,1
367,3,5,1,1,0
4058,4,5,1,1,1
8174,0,5,2,2,0
4630,5,5,0,0,1
6070,3,3,2,0,0
2664,2,5,1,0,1
1026,2,5,2,1,1
5908,0,5,0,2,0
5050,5,1,0,0,1
6328,0,4,0,0,0
9733,5,2,1,1,0
1691,4,2,0,2,1
673,4,3,0,0,0
5572,1,3,1,2,1
5766,4,0,1,2,0
5156,2,1,2,1,0
733,5,3,0,0,0
3526,4,3,0,1,1
568,5,3,0,2,1
9187,5,2,0,0,1
2922,5,4,2,0,0
7911,3,3,1,2,1
1558,3,3,2,0,1
101,4,2,2,2,1
3007,4,2,2,0,0
7201,3,3,2,2,1
303,5,2,2,0,0
76,3,0,1,1,0
6754,1,1,1,0,0
8629,0,1,2,2,0
1208,2,1,0,1,0
7742,0,1,1,0,1
8214,2,0,2,0,1
8944,3,0,1,0,0
8413,1,5,0,0,0
1775,3,1,2,2,1
3473,4,5,1,0,0
483,2,3,0,1,0
2189,3,2,1,2,0
346,5,5,1,1,1
5481,1,1,1,0,1
8361,2,2,0,0,0
1472,1,0,1,2,1
5100,5,0,1,2,1
6765,4,4,2,0,1
8706,1,4,1,1,1
4929,1,5,1,1,0
6329,2,4,0,0,0
2609,4,2,1,2,0
3,0,0,1,2,0
2213,1,2,2,0,1
4827,2,4,2,1,0
856,4,2,1,0,1
6977,5,0,0,1,0
5885,4,4,1,2,0
624,3,5,2,1,0
290,3,4,1,0,1
2018,2,4,0,1,0
668,3,5,0,0,1
8921,1,0,1,0,1
8264,1,5,0,2,1
9696,1,3,0,0,1
1631,3,4,1,2,1
5170,5,0,1,2,0
7205,5,4,2,2,1
2522,0,5,2,1,1
2215,4,1,2,1,1
6968,1,3,2,0,1
6496,4,1,2,0,1
6213,3,3,0,0,1
7032,5,1,1,0,0
7420,5,4,1,1,1
1107,4,4,0,0,0
450,4,3,1,2,0
6289,0,4,2,2,0
9966,5,3,2,0,0
135,4,3,1,0,1
1785,0,3,0,0,1
3404,1,2,2,2,1
2906,3,3,0,2,1
8304,4,4,1,2,0
7492,3,0,1,1,0
6100,3,4,2,0,1
4504,4,4,0,1,0
5053,0,3,0,1,1
5205,0,4,1,1,1
4080,2,5,1,0,1
6918,5,3,2,0,1
6802,1,0,1,1,1
5206,3,5,2,2,1
532,2,5,0,2,0
4830,2,3,1,1,0
4038,4,4,0,2,1
4084,3,3,1,1,1
3204,5,5,0,1,0
7110,1,0,0,2,0
330,1,0,0,2,1
4957,5,4,1,2,1
3033,5,5,1,0,0
7684,4,1,1,1,0
1597,4,3,1,1,1
9919,5,4,0,0,0
3597,2,5,1,2,0
9038,2,0,2,1,1
8001,0,3,1,1,1
590,0,3,1,0,1
647,2,2,0,2,1
9102,2,3,1,2,0
8015,2,2,1,0,0
3771,1,0,2,2,0
9039,0,2,0,1,1
5082,2,3,1,2,0
7882,5,1,2,0,0
9362,0,5,2,0,1
4210,2,3,0,2,0
8834,5,4,2,0,0
8699,0,2,1,1,1
1795,5,2,0,0,1
2586,4,1,1,0,0
8355,2,4,1,0,0
2316,3,2,0,0,0
4185,4,0,1,1,0
8827,0,2,2,2,0
7072,3,1,0,1,0
5234,4,4,0,2,1
8743,0,4,1,0,0
8670,1,4,2,2,1
4768,1,2,1,0,0
9972,4,0,0,1,0
7144,4,4,0,1,0
2913,3,3,1,2,1
9871,0,1,2,0,0
9893,4,3,2,0,0
2075,4,2,0,1,0
4302,1,3,0,2,0
5822,4,0,1,1,0
2149,5,3,1,2,1
144,0,0,1,1,1
4963,5,3,0,1,1
8159,4,3,1,1,0
9030,3,3,1,2,1
4775,1,4,1,2,0
8933,5,4,0,0,0
7749,1,3,0,2,0
9828,1,2,0,2,1
9214,1,1,1,1,1
6060,1,1,0,1,0
9475,2,3,1,0,1
6409,5,4,2,0,0
3317,5,0,2,1,0
7464,3,2,0,2,1
3061,3,0,0,2,0
1355,3,0,0,0,1
4514,3,0,1,1,1
5505,5,5,0,0,0
5250,5,5,1,2,0
4511,4,0,0,2,0
1730,3,4,2,0,0
1758,2,2,2,2,1
6650,5,1,2,0,1
6646,3,1,1,1,0
9860,3,0,1,0,1
4139,1,0,1,2,1
9393,3,4,0,2,1
5123,4,2,2,1,0
0,0,5,2,0,1
1864,4,1,0,1,1
543,5,5,2,1,0
349,3,4,1,0,1
6906,3,3,2,1,1
9765,2,5,0,2,0
2523,4,2,2,0,0
3464,3,1,1,0,1
457,1,1,1,2,0
3023,0,5,1,1,0
7261,1,5,2,2,1
9515,5,0,2,0,1
7872,3,0,0,2,0
6625,3,3,0,0,1
2534,4,3,2,0,1
131,5,2,0,1,0
3704,1,5,1,0,1
1372,1,3,2,0,0
6200,3,1,2,1,1
4856,5,0,0,1,0
4712,0,5,0,1,1
5544,5,3,1,0,1
1413,0,3,1,0,1
4113,1,5,1,0,0
655,4,0,0,2,0
8137,5,1,0,1,1
4098,3,2,1,1,0
592,4,0,1,1,0
8708,3,1,2,0,0
3123,5,4,0,0,0
3047,0,3,2,1,1
3887,0,3,2,1,1
5735,0,4,1,2,1
2184,0,2,0,2,0
2145,2,1,0,0,0
7047,5,1,2,2,0
3105,4,3,0,0,1
9233,0,2,1,2,0
9096,4,1,0,1,0
2769,4,5,2,2,0
5221,3,3,0,1,0
5833,3,2,2,1,0
1732,5,0,0,2,0
265,5,0,2,1,1
5144,0,2,0,2,0
8267,3,0,1,2,0
3937,4,0,2,2,0
761,3,0,1,2,0
7220,3,3,1,1,1
8439,1,3,2,2,1
3257,2,4,1,0,0
4338,4,5,0,0,0
4362,2,4,1,0,1
316,3,3,0,1,1
8069,4,0,0,2,1
1851,5,4,2,0,1
2484,0,0,0,1,0
9873,2,1,2,1,1
9574,2,4,0,1,0
1078,5,2,1,1,0
8358,1,3,1,1,1
7333,5,1,0,1,0
1071,0,1,0,2,1
103,2,1,0,2,1
5748,0,4,2,1,0
1418,0,5,2,1,1
1658,0,5,0,2,1
5284,2,1,2,0,1
1149,0,3,0,2,0
7150,5,4,2,2,0
1568,0,5,0,1,1
1087,1,1,0,1,1
6085,0,4,2,0,0
8674,4,0,1,1,1
8341,5,5,0,0,1
7811,4,0,1,0,0
6084,2,4,1,0,1
8773,1,2,0,0,1
8757,0,2,0,2,0
1692,2,5,0,2,1
4734,4,5,0,2,0
3387,3,5,0,0,0
3646,2,3,0,0,1
1683,4,3,0,2,0
8,5,3,0,2,0
6062,2,0,2,0,0
6516,5,4,0,0,0
4123,5,0,0,0,1
8729,4,3,2,1,1
6045,0,5,1,0,0
567,0,2,0,2,1
9161,5,2,2,2,1
1803,0,5,2,2,1
8501,5,2,2,2,0
4900,2,2,1,2,1
1599,0,0,2,0,1
7931,3,0,1,2,0
9547,3,3,0,2,0
2823,2,2,2,2,1
5467,1,3,1,2,1
3529,1,5,2,1,1
8683,1,4,1,2,1
1155,3,5,1,0,1
6547,4,3,0,1,1
9088,5,3,2,1,0
7620,3,5,1,1,1
8296,0,2,2,0,1
4540,1,3,2,2,0
9134,2,1,1,1,1
6482,0,2,0,0,0
5826,1,4,1,0,0
1190,0,3,0,2,0
7444,0,2,0,2,1
8520,2,2,1,0,0
960,3,0,0,1,1
7454,5,0,1,0,0
36,1,3,2,1,0
7516,0,2,1,1,1
7644,5,0,0,1,1
4438,3,3,0,1,1
6161,3,0,1,2,1
7744,1,1,2,2,1
9587,5,4,0,0,0
8119,2,4,2,2,1
6967,1,1,0,1,0
5718,2,5,0,2,1
577,1,3,2,2,0
9833,5,4,2,1,1
4102,2,3,2,0,0
7646,2,4,1,2,1
4151,1,0,0,2,1
3130,4,2,2,0,1
4890,1,3,2,2,1
9975,2,0,2,2,1
7471,2,3,0,1,0
1833,3,4,1,2,1
9148,0,1,2,0,0
4891,3,5,2,2,0
2287,0,2,2,0,1
1330,2,0,0,0,1
2771,0,1,0,0,0
3686,1,4,0,0,0
8283,4,3,1,0,0
5928,4,5,1,1,0
637,5,4,2,1,1
47,0,3,0,2,0
2602,0,4,1,1,0
1965,3,5,2,0,1
2168,1,4,2,1,1
5049,4,0,2,1,0
3334,4,5,1,0,1
3019,1,3,2,2,1
8764,2,5,2,1,1
9176,5,5,2,1,0
1360,0,3,0,1,0
5798,3,1,0,0,0
9400,5,5,1,2,0
3251,2,4,1,2,1
6300,4,1,1,2,0
2251,3,1,2,2,0
6027,1,1,2,2,1
1175,0,4,1,2,1
8799,1,4,1,0,1
3279,3,0,2,1,1
2973,4,2,2,1,0
3396,2,4,1,0,0
6939,1,1,0,2,0
965,3,2,2,1,0
8574,1,4,0,2,0
742,3,0,1,1,0
7514,3,2,0,2,0
3314,4,1,0,0,0
4898,5,3,1,1,0
9340,4,0,1,0,1
4672,2,1,2,0,1
8618,5,1,0,2,1
1217,2,5,1,0,0
4397,4,3,1,2,0
6080,0,1,2,0,1
2614,1,5,0,0,0
2620,4,3,2,2,1
8714,3,3,2,2,0
7282,4,0,2,2,0
3379,4,1,0,2,1
7301,0,5,0,2,0
9857,3,5,1,2,1
5605,1,4,0,1,0
9813,0,1,2,1,0
5786,1,3,1,0,1
8518,3,4,2,0,1
6850,3,0,0,0,1
1516,4,1,0,1,0
5098,5,0,0,1,0
7636,0,5,0,2,1
9085,3,1,2,0,1
8023,2,1,1,2,0
2392,0,2,2,0,0
586,5,1,2,2,1
3519,2,4,0,1,1
7653,3,2,1,1,1
8946,4,3,1,0,0
850,4,3,0,0,1
335,0,0,2,0,1
6634,5,3,1,2,1
8972,5,5,1,1,1
7493,4,3,2,0,0
2868,5,3,2,1,1
4872,1,2,1,2,1
3550,1,3,1,1,1
3842,0,0,2,2,1
7262,3,2,1,1,1
5824,1,4,2,0,0
23,3,1,0,0,1
1453,0,3,0,0,1
1684,1,2,0,0,1
2310,0,3,1,1,1
9063,3,1,0,2,1
9406,0,2,0,1,1
381,5,4,0,2,0
5814,3,2,0,2,1
5550,1,1,1,0,1
9308,5,2,1,0,0
1618,1,4,1,1,0
789,1,4,2,0,1
5983,4,5,1,2,0
8672,5,0,2,0,0
4475,3,1,2,1,0
5606,1,3,1,1,1
9312,1,0,2,0,0
5648,0,4,2,2,0
6216,5,3,1,2,0
2286,3,5,1,0,1
9993,0,4,1,1,1
7578,2,4,2,2,0
1183,1,4,2,1,0
6001,1,1,1,2,0
5090,4,4,2,2,0
2516,2,2,1,1,0
4122,3,3,2,2,1
5521,0,1,0,2,1
5627,5,0,2,0,0
8360,3,1,1,0,1
5872,0,3,2,1,0
8612,2,3,1,2,1
7727,3,2,0,2,1
5968,4,5,2,1,1
1180,5,4,1,2,1
8762,1,2,0,1,0
8235,0,5,1,1,1
2818,5,5,0,0,0
9964,1,4,2,0,0
8703,5,3,1,2,1
6608,5,5,2,0,1
2820,4,5,2,0,0
7535,2,2,1,1,1
2260,1,1,0,1,0
2239,4,4,2,0,1
6021,0,0,1,2,1
782,4,1,2,1,1
932,0,0,0,1,0
6202,3,2,2,0,1
2412,3,2,2,1,0
6997,2,4,0,2,0
9115,1,4,1,0,0
1156,5,5,2,0,0
8107,1,2,0,0,1
5805,5,2,0,1,1
4879,2,4,1,0,0
3309,5,0,1,1,0
8961,1,0,2,0,0
1702,4,1,1,0,1
2492,2,5,1,0,0
3706,1,3,2,0,0
8276,5,1,2,2,1
286,4,4,2,2,0
1608,1,0,0,0,1
6631,2,3,1,1,0
8278,5,2,0,2,0
7315,2,0,1,0,1
2252,4,2,1,2,1
7415,2,4,1,0,0
8365,2,5,2,1,1
1891,5,2,0,0,1
5062,0,1,0,0,0
6120,2,3,0,1,1
563,0,0,2,2,0
291,1,1,1,2,1
4716,3,2,0,0,0
7708,0,1,0,2,1
6349,3,2,1,0,0
169,5,5,0,2,1
267,4,2,1,0,0
4638,1,0,2,2,0
7077,3,2,2,2,0
3355,1,5,2,2,1
8279,1,3,2,0,1
315,3,4,1,1,0
6728,5,1,0,0,0
9495,4,1,1,2,0
4067,1,4,2,1,1
245,3,4,2,1,1
252,5,0,2,2,0
1111,3,2,0,2,0
4801,0,2,2,1,1
1713,2,5,0,1,1
50,3,4,2,1,0
1835,4,0,2,1,0
7896,3,1,1,2,1
3383,5,4,2,0,1
6410,0,2,2,1,0
4313,1,1,1,2,1
872,2,1,0,1,1
1254,1,2,2,0,1
8881,0,5,1,1,1
5851,0,2,2,0,0
5702,2,4,0,1,1
8103,3,0,1,2,0
2098,3,3,2,2,0
5128,3,3,2,2,1
248,4,1,2,2,0
6561,3,5,0,2,0
1339,3,5,2,1,1
7017,1,3,0,2,1
2110,1,5,2,1,1
1569,2,5,0,2,1
1726,4,3,1,0,1
8384,3,4,0,2,1
6940,1,2,1,0,1
4395,0,3,2,0,0
2420,3,4,2,1,1
3045,4,2,1,1,0
5503,0,5,1,0,0
3703,1,2,0,2,1
8191,3,5,0,1,0
5331,2,2,1,2,1
9808,5,5,2,2,1
447,1,4,2,0,0
7894,4,4,0,2,1
8728,4,5,1,0,1
7828,4,4,1,0,1
1768,1,2,0,0,0
6808,3,3,2,0,0
4704,1,5,1,1,0
3869,1,2,1,1,1
1655,5,5,0,0,1
3187,0,0,2,2,0
683,4,1,1,1,0
4170,2,4,0,1,0
4477,2,1,0,1,1
461,1,4,1,0,0
5764,0,2,1,0,0
7522,5,2,2,1,0
4502,1,2,2,1,0
9709,3,0,0,2,0
318,4,5,1,1,1
1145,3,0,1,0,0
5094,2,0,0,0,1
1393,4,3,2,1,1
6623,5,1,1,2,1
1501,2,4,1,1,0
6408,2,1,0,2,1
376,1,0,0,0,1
410,1,4,1,0,0
1660,1,5,1,2,1
3151,3,5,0,1,0
1623,5,1,2,2,1
5609,0,0,0,2,1
8532,5,4,2,2,1
5802,5,3,0,1,0
5306,0,1,1,2,0
7086,4,0,1,2,1
8897,0,4,1,0,1
7488,3,5,1,0,0
9615,0,4,0,0,1
9217,0,2,1,0,0
1672,4,0,2,2,0
2358,3,1,1,1,0
8467,0,2,0,0,1
274,1,3,1,1,0
2473,4,5,1,0,0
5489,0,1,2,1,1
4771,1,0,2,1,1
2107,0,0,2,0,0
7500,5,2,2,1,0
4414,0,2,1,1,1
8138,3,1,0,1,0
8660,0,2,2,2,1
8239,1,2,2,1,0
2417,3,3,0,0,1
8771,1,2,0,1,1
2236,3,0,1,1,0
3767,4,1,0,1,1
9791,3,4,0,2,1
9989,1,2,0,1,1
9965,3,3,2,2,1
7323,1,2,1,2,1
1383,3,2,0,1,0
3101,5,2,2,2,1
3921,1,3,1,2,1
6685,0,2,0,0,1
3194,0,5,1,1,1
1941,3,5,1,2,0
7713,2,5,2,1,0
4896,1,4,2,1,1
4782,0,3,2,0,1
1496,1,3,2,1,0
1957,2,2,0,2,0
9171,1,5,0,1,0
9745,0,1,0,0,0
7332,0,0,0,0,0
7949,5,0,0,1,1
3017,0,4,2,1,0
6746,5,2,0,0,1
513,0,5,0,2,0
3934,5,2,2,2,1
3025,2,5,1,2,1
1199,5,3,2,0,0
5028,3,0,0,0,1
9784,2,2,0,0,0
921,4,3,0,2,0
4649,1,3,0,2,0
5332,5,5,0,2,0
1076,1,3,1,2,0
6768,0,4,2,0,1
9410,0,3,1,2,0
1671,3,4,0,0,1
474,5,1,0,0,1
9186,2,3,0,1,0
8839,2,1,2,2,1
5758,5,0,2,1,0
6297,5,4,0,2,1
2478,4,3,1,2,0
5493,3,0,1,1,0
3914,2,5,2,1,1
2138,0,5,0,2,1
5454,2,0,0,2,1
5379,5,2,0,0,0
8985,5,5,0,2,0
4023,1,4,2,1,1
3485,2,5,0,2,1
2455,0,2,0,1,0
2464,1,4,1,0,1
8696,5,1,0,2,0
1369,4,4,0,2,0
6688,1,1,0,1,1
7456,5,1,1,0,0
9974,3,0,2,2,1
1901,3,4,2,2,1
4871,2,1,0,2,0
4710,0,1,2,2,1
7886,2,2,0,1,0
1793,2,5,0,0,0
2874,4,4,2,0,0
6217,1,3,1,1,0
5213,1,1,0,0,1
2245,2,4,1,0,1
1741,4,1,0,0,1
1020,3,2,0,1,1
705,1,2,1,1,1
4294,4,3,1,2,1
5576,1,3,0,1,0
7166,2,2,1,2,1
8177,0,1,0,1,0
908,5,2,1,0,0
5193,4,0,1,1,0
3077,1,5,0,0,0
9366,2,3,1,0,1
594,4,1,0,1,1
5304,1,5,0,1,0
440,2,3,2,0,0
7606,1,3,2,2,0
4092,2,0,1,2,0
6134,4,5,2,2,1
10,4,2,0,1,1
3776,3,4,0,1,1
8999,0,0,2,2,1
3708,1,3,0,0,1
3780,0,3,1,1,0
93,3,2,2,1,1
9239,3,1,0,1,1
3949,3,2,2,2,0
5785,4,5,1,0,1
4870,0,3,1,2,1
4802,2,3,0,1,1
