situation_id,map_id,pick_turn,picking_team,team_a_pick_1,team_a_pick_2,team_a_pick_3,team_a_pick_4,team_a_pick_5,team_b_pick_1,team_b_pick_2,team_b_pick_3,team_b_pick_4,team_b_pick_5,best_pick
27159,3,7,A,19,63,11,-1,-1,7,109,105,8,-1,37
3016,11,4,A,58,4,-1,-1,-1,36,114,-1,-1,-1,75
43195,3,1,B,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
4729,14,9,B,97,108,84,5,51,17,69,113,60,-1,89
18754,4,9,B,72,55,8,105,56,17,69,113,89,-1,87
28326,0,5,B,75,68,119,-1,-1,21,45,-1,-1,-1,28
9661,3,3,A,19,-1,-1,-1,-1,119,16,-1,-1,-1,108
10229,2,8,A,11,45,98,99,-1,101,4,2,40,-1,21
43562,7,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
16207,9,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,69
44959,14,7,A,72,55,8,-1,-1,93,17,36,10,-1,105
42192,1,3,A,108,-1,-1,-1,-1,38,88,-1,-1,-1,51
4193,8,6,B,19,108,84,-1,-1,119,16,10,-1,-1,39
24676,9,5,B,72,55,8,-1,-1,17,113,-1,-1,-1,89
30086,3,2,B,44,-1,-1,-1,-1,9,-1,-1,-1,-1,33
6736,7,4,A,11,98,-1,-1,-1,101,29,-1,-1,-1,99
10520,1,2,B,58,-1,-1,-1,-1,110,-1,-1,-1,-1,86
7707,14,6,B,22,105,8,-1,-1,68,42,74,-1,-1,41
31167,8,4,A,119,110,-1,-1,-1,84,108,-1,-1,-1,86
36149,9,9,B,72,55,8,51,29,17,113,89,60,-1,85
4518,1,6,B,8,54,2,-1,-1,110,86,48,-1,-1,24
10500,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
12570,10,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
33223,13,6,B,94,88,38,-1,-1,7,84,105,-1,-1,8
40307,8,2,B,94,-1,-1,-1,-1,84,-1,-1,-1,-1,108
25047,13,6,B,44,11,63,-1,-1,109,32,101,-1,-1,0
9351,5,1,B,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
34390,11,3,A,33,-1,-1,-1,-1,108,84,-1,-1,-1,9
4538,5,8,A,0,94,93,36,-1,20,72,58,55,-1,37
3863,9,6,B,97,83,5,-1,-1,17,69,113,-1,-1,10
42936,14,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
13620,11,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58
25082,4,6,B,22,55,8,-1,-1,68,117,90,-1,-1,36
8919,9,8,A,22,55,8,109,-1,68,74,85,36,-1,56
37850,2,1,B,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
40136,9,2,B,22,-1,-1,-1,-1,68,-1,-1,-1,-1,74
34857,3,4,A,119,111,-1,-1,-1,84,108,-1,-1,-1,38
42954,11,7,A,8,54,2,-1,-1,85,114,48,11,-1,101
17247,4,5,B,47,83,30,-1,-1,19,17,-1,-1,-1,60
18392,3,4,A,19,63,-1,-1,-1,7,109,-1,-1,-1,11
15423,0,8,A,100,19,68,119,-1,21,45,109,32,-1,16
33301,11,2,B,108,-1,-1,-1,-1,38,-1,-1,-1,-1,111
3401,9,5,B,72,55,8,-1,-1,17,113,-1,-1,-1,89
6100,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
41230,13,2,B,69,-1,-1,-1,-1,59,-1,-1,-1,-1,106
4419,9,8,A,72,55,8,105,-1,17,69,113,89,-1,56
15226,14,2,B,22,-1,-1,-1,-1,68,-1,-1,-1,-1,74
42786,5,1,B,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
18335,12,1,B,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
12830,12,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
8124,0,9,B,25,66,68,91,44,70,22,55,56,-1,109
6316,14,5,B,22,105,8,-1,-1,68,42,-1,-1,-1,41
24189,0,8,A,50,73,21,84,-1,20,77,119,66,-1,5
26596,10,1,B,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
43366,2,1,B,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
13847,5,7,A,50,94,16,-1,-1,20,72,58,84,-1,60
35154,3,8,A,119,36,38,60,-1,84,108,51,100,-1,89
4157,4,2,B,97,-1,-1,-1,-1,17,-1,-1,-1,-1,69
36830,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
23146,11,2,B,58,-1,-1,-1,-1,35,-1,-1,-1,-1,112
13817,0,4,A,100,65,-1,-1,-1,97,46,-1,-1,-1,18
31735,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
34354,0,5,B,100,19,68,-1,-1,21,45,-1,-1,-1,109
12733,10,5,B,0,72,44,-1,-1,104,46,-1,-1,-1,97
14858,9,8,A,22,6,55,59,-1,68,117,90,11,-1,105
2705,5,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
3029,1,8,A,8,63,11,37,-1,32,109,50,101,-1,89
36943,0,7,A,50,73,21,-1,-1,20,77,68,66,-1,59
13267,13,3,A,94,-1,-1,-1,-1,84,108,-1,-1,-1,35
2624,11,8,A,108,79,50,42,-1,38,86,20,74,-1,92
22664,4,8,A,22,6,55,8,-1,68,117,14,85,-1,56
7262,0,7,A,100,19,66,-1,-1,21,73,80,31,-1,68
42252,9,4,A,97,80,-1,-1,-1,118,40,-1,-1,-1,31
2296,7,2,B,11,-1,-1,-1,-1,101,-1,-1,-1,-1,4
38469,0,9,B,0,72,44,65,18,104,46,97,73,-1,8
33213,1,6,B,8,105,2,-1,-1,88,38,64,-1,-1,89
31863,12,5,B,111,47,49,-1,-1,26,54,-1,-1,-1,118
9545,7,2,B,111,-1,-1,-1,-1,54,-1,-1,-1,-1,26
11605,4,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
4741,3,3,A,19,-1,-1,-1,-1,119,56,-1,-1,-1,100
21960,3,1,B,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
31470,0,2,B,75,-1,-1,-1,-1,45,-1,-1,-1,-1,21
15158,11,5,B,58,75,77,-1,-1,10,14,-1,-1,-1,13
5533,6,6,B,108,51,59,-1,-1,37,11,14,-1,-1,13
43906,4,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
18552,14,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,69
23394,12,9,B,61,24,23,70,22,4,26,42,119,-1,16
40148,8,7,A,94,88,38,-1,-1,7,84,105,8,-1,110
41696,6,4,A,58,54,-1,-1,-1,63,35,-1,-1,-1,2
37869,4,8,A,97,108,84,5,-1,17,69,113,60,-1,51
6184,3,8,A,44,61,37,24,-1,59,106,0,53,-1,13
28061,4,2,B,24,-1,-1,-1,-1,117,-1,-1,-1,-1,90
32098,7,6,B,111,47,46,-1,-1,26,54,65,-1,-1,17
27638,1,3,A,58,-1,-1,-1,-1,36,114,-1,-1,-1,4
24012,6,3,A,58,-1,-1,-1,-1,36,114,-1,-1,-1,4
1114,13,8,A,69,113,87,89,-1,84,108,100,51,-1,60
19016,3,4,A,119,36,-1,-1,-1,84,108,-1,-1,-1,62
6605,10,1,B,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,104
40243,12,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
16027,6,5,B,58,39,110,-1,-1,11,108,-1,-1,-1,50
13602,4,5,B,22,70,6,-1,-1,68,74,-1,-1,-1,15
8279,9,7,A,72,20,58,-1,-1,17,113,89,60,-1,77
3189,13,9,B,94,88,35,38,112,7,69,25,2,-1,3
17102,11,4,A,108,51,-1,-1,-1,111,38,-1,-1,-1,100
8908,8,5,B,19,108,84,-1,-1,119,16,-1,-1,-1,110
21865,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
30878,4,6,B,72,55,8,-1,-1,17,113,89,-1,-1,60
17704,3,8,A,94,93,37,36,-1,44,56,8,105,-1,35
37968,1,6,B,108,51,0,-1,-1,38,111,64,-1,-1,89
3705,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
16109,14,7,A,97,108,84,-1,-1,17,69,113,10,-1,5
22877,5,3,A,100,-1,-1,-1,-1,21,45,-1,-1,-1,19
27917,11,6,B,108,51,79,-1,-1,38,86,14,-1,-1,110
1000,4,3,A,72,-1,-1,-1,-1,17,113,-1,-1,-1,55
4243,0,6,B,25,66,43,-1,-1,20,72,55,-1,-1,109
22531,13,2,B,44,-1,-1,-1,-1,109,-1,-1,-1,-1,32
9084,0,9,B,25,66,68,44,91,70,22,55,6,-1,109
3125,14,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
37839,8,7,A,19,108,84,-1,-1,119,16,38,88,-1,80
19316,13,1,B,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
22715,6,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
2730,1,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
672,14,2,B,97,-1,-1,-1,-1,118,-1,-1,-1,-1,40
30457,8,4,A,94,35,-1,-1,-1,84,108,-1,-1,-1,113
1655,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
25631,0,2,B,25,-1,-1,-1,-1,70,-1,-1,-1,-1,22
24953,0,6,B,0,72,44,-1,-1,104,46,97,-1,-1,73
40019,6,9,B,8,105,56,54,2,38,88,64,111,-1,89
26447,11,5,B,108,51,0,-1,-1,38,111,-1,-1,-1,64
7732,2,4,A,36,72,-1,-1,-1,4,1,-1,-1,-1,74
24743,5,7,A,25,68,66,-1,-1,70,22,55,109,-1,117
4730,12,1,B,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,26
24106,1,2,B,58,-1,-1,-1,-1,114,-1,-1,-1,-1,36
30240,9,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
33330,1,1,B,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,88
12892,1,5,B,33,9,30,-1,-1,108,84,-1,-1,-1,87
39481,5,2,B,75,-1,-1,-1,-1,21,-1,-1,-1,-1,45
37547,10,5,B,25,66,43,-1,-1,20,72,-1,-1,-1,59
23029,3,9,B,44,63,11,22,98,109,32,0,76,-1,68
7949,10,9,B,0,94,69,65,18,104,46,97,78,-1,100
30227,9,5,B,47,58,57,-1,-1,19,17,-1,-1,-1,10
32891,7,3,A,36,-1,-1,-1,-1,4,1,-1,-1,-1,72
1219,5,9,B,25,66,68,10,39,45,21,59,80,-1,28
6885,13,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
1710,13,1,B,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,109
29584,1,9,B,33,110,86,73,114,108,84,50,77,-1,51
5836,2,5,B,111,47,49,-1,-1,26,54,-1,-1,-1,118
26503,9,7,A,97,108,84,-1,-1,17,69,113,60,-1,5
41589,1,6,B,108,51,100,-1,-1,38,111,64,-1,-1,89
20005,5,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100
14894,2,8,A,111,47,46,108,-1,54,26,65,17,-1,84
38621,10,2,B,0,-1,-1,-1,-1,20,-1,-1,-1,-1,77
15806,12,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
4832,0,3,A,100,-1,-1,-1,-1,21,45,-1,-1,-1,19
5342,11,6,B,56,79,0,-1,-1,114,85,21,-1,-1,73
37450,7,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61
30900,6,1,B,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
30343,3,7,A,119,110,86,-1,-1,84,108,100,51,-1,14
39718,5,7,A,100,48,24,-1,-1,76,0,103,44,-1,95
5857,12,5,B,11,45,21,-1,-1,101,4,-1,-1,-1,68
12335,4,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
6193,11,8,A,108,51,25,15,-1,38,88,70,22,-1,19
19099,10,6,B,100,19,66,-1,-1,21,73,80,-1,-1,31
31343,5,6,B,100,48,24,-1,-1,76,0,53,-1,-1,90
5865,10,3,A,0,-1,-1,-1,-1,95,49,-1,-1,-1,94
14623,12,8,A,111,47,49,95,-1,26,54,118,40,-1,48
429,12,8,A,36,95,49,73,-1,4,26,117,68,-1,21
12858,0,7,A,75,3,2,-1,-1,95,87,48,24,-1,50
30528,5,7,A,100,19,66,-1,-1,21,73,59,80,-1,65
21426,6,2,B,108,-1,-1,-1,-1,86,-1,-1,-1,-1,110
8420,7,1,B,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
39660,11,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58
18628,3,7,A,19,84,108,-1,-1,119,16,38,88,-1,80
11847,2,5,B,36,74,72,-1,-1,4,1,-1,-1,-1,2
34696,13,5,B,44,11,63,-1,-1,109,32,-1,-1,-1,101
36232,2,3,A,11,-1,-1,-1,-1,101,4,-1,-1,-1,24
811,5,3,A,25,-1,-1,-1,-1,45,21,-1,-1,-1,66
14815,14,1,B,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
1704,6,9,B,58,54,2,1,50,63,35,98,99,-1,46
39138,7,7,A,11,45,98,-1,-1,101,4,68,115,-1,99
37513,2,5,B,111,47,46,-1,-1,54,26,-1,-1,-1,17
10894,2,5,B,11,98,45,-1,-1,101,4,-1,-1,-1,40
21668,13,8,A,44,63,11,37,-1,109,32,105,8,-1,89
35101,6,1,B,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,63
33549,4,9,B,72,55,8,105,56,17,69,113,89,-1,87
39126,1,1,B,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,63
41287,10,5,B,25,66,68,-1,-1,70,22,-1,-1,-1,55
24020,1,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58
5426,6,2,B,8,-1,-1,-1,-1,6,-1,-1,-1,-1,32
30559,12,9,B,111,47,48,49,95,26,54,118,40,-1,117
41539,14,9,B,22,55,8,56,105,68,17,89,60,-1,113
31448,4,5,B,72,55,8,-1,-1,93,17,-1,-1,-1,36
3455,4,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
2135,13,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
22753,6,5,B,108,51,4,-1,-1,36,38,-1,-1,-1,64
6434,14,8,A,72,55,8,105,-1,17,69,113,89,-1,56
8239,3,9,B,19,108,84,51,5,119,16,10,39,-1,64
28304,8,8,A,44,63,11,22,-1,109,32,0,76,-1,95
12758,6,5,B,108,51,75,-1,-1,38,88,-1,-1,-1,70
29095,7,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111
34640,10,1,B,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,70
43055,8,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69
2360,3,4,A,19,108,-1,-1,-1,119,16,-1,-1,-1,84
23699,4,9,B,72,55,8,105,56,17,69,113,89,-1,87
27711,1,2,B,8,-1,-1,-1,-1,6,-1,-1,-1,-1,112
16906,3,2,B,19,-1,-1,-1,-1,119,-1,-1,-1,-1,16
8341,12,1,B,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
31862,12,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
2055,6,1,B,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
6314,6,9,B,8,105,56,79,2,38,88,64,111,-1,89
18463,3,5,B,44,11,63,-1,-1,109,32,-1,-1,-1,0
40771,14,5,B,72,55,8,-1,-1,17,113,-1,-1,-1,89
16253,8,6,B,19,88,38,-1,-1,7,105,109,-1,-1,78
34382,6,3,A,58,-1,-1,-1,-1,63,112,-1,-1,-1,75
5377,12,4,A,111,47,-1,-1,-1,1,54,-1,-1,-1,49
2185,11,1,B,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
5080,3,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
28897,6,6,B,58,4,75,-1,-1,36,114,72,-1,-1,45
23784,2,8,A,61,24,23,31,-1,4,101,42,15,-1,80
16591,1,1,B,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
9165,12,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,26
11393,6,5,B,8,100,54,-1,-1,89,113,-1,-1,-1,97
26395,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
33926,5,2,B,100,-1,-1,-1,-1,76,-1,-1,-1,-1,0
27380,13,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69
16580,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
26656,8,2,B,44,-1,-1,-1,-1,109,-1,-1,-1,-1,32
16511,10,4,A,100,48,-1,-1,-1,76,0,-1,-1,-1,24
31144,5,7,A,100,19,66,-1,-1,21,73,80,31,-1,65
24576,13,3,A,44,-1,-1,-1,-1,9,33,-1,-1,-1,11
26057,12,2,B,111,-1,-1,-1,-1,54,-1,-1,-1,-1,26
2111,13,4,A,19,108,-1,-1,-1,119,16,-1,-1,-1,84
32503,2,3,A,111,-1,-1,-1,-1,26,54,-1,-1,-1,47
12472,12,4,A,111,47,-1,-1,-1,26,54,-1,-1,-1,49
13254,8,8,A,117,63,14,85,-1,84,108,51,5,-1,86
30083,1,6,B,108,51,32,-1,-1,38,111,64,-1,-1,89
32292,7,5,B,111,47,49,-1,-1,26,54,-1,-1,-1,118
36524,2,9,B,11,24,48,108,84,101,4,115,42,-1,38
43450,14,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
14646,3,5,B,69,87,113,-1,-1,59,106,-1,-1,-1,0
24412,12,3,A,61,-1,-1,-1,-1,4,26,-1,-1,-1,24
36317,6,4,A,8,11,-1,-1,-1,6,32,-1,-1,-1,88
24250,14,1,B,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
17609,2,9,B,11,45,21,73,49,101,4,115,68,-1,94
31452,14,3,A,97,-1,-1,-1,-1,17,69,-1,-1,-1,108
36494,4,9,B,22,55,8,109,56,68,74,85,36,-1,114
2544,7,5,B,11,45,98,-1,-1,101,4,-1,-1,-1,68
33898,0,7,A,25,66,68,-1,-1,45,21,59,106,-1,119
6110,11,1,B,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,108
13172,13,6,B,44,61,37,-1,-1,59,106,0,-1,-1,2
314,1,9,B,108,51,100,102,29,38,111,64,89,-1,48
17146,9,5,B,47,8,105,-1,-1,19,17,-1,-1,-1,10
10406,14,3,A,72,-1,-1,-1,-1,17,113,-1,-1,-1,55
18712,8,3,A,69,-1,-1,-1,-1,59,106,-1,-1,-1,87
25203,4,6,B,72,55,8,-1,-1,17,69,113,-1,-1,89
19764,6,9,B,58,54,50,2,1,63,110,98,99,-1,22
44678,7,7,A,36,95,49,-1,-1,4,26,117,90,-1,108
9444,9,9,B,97,33,9,106,55,43,67,116,64,-1,85
32572,10,4,A,100,19,-1,-1,-1,21,73,-1,-1,-1,66
15188,8,6,B,44,61,37,-1,-1,59,106,2,-1,-1,0
7474,0,9,B,25,66,68,119,92,21,45,59,106,-1,82
6404,8,9,B,119,36,62,14,13,84,108,51,27,-1,103
26643,12,7,A,111,47,49,-1,-1,26,54,118,40,-1,95
34894,5,8,A,0,72,44,65,-1,104,46,97,73,-1,18
11028,0,8,A,75,68,117,14,-1,95,21,6,82,-1,11
6757,7,6,B,111,47,49,-1,-1,26,54,118,-1,-1,40
5501,3,3,A,19,-1,-1,-1,-1,119,16,-1,-1,-1,108
20397,12,2,B,36,-1,-1,-1,-1,4,-1,-1,-1,-1,1
28201,10,2,B,100,-1,-1,-1,-1,21,-1,-1,-1,-1,45
19833,0,8,A,50,94,16,119,-1,20,49,58,56,-1,93
36800,0,2,B,50,-1,-1,-1,-1,20,-1,-1,-1,-1,72
25750,12,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
8538,13,8,A,69,87,113,89,-1,59,106,0,77,-1,60
15614,12,9,B,86,20,73,97,84,79,53,90,117,-1,17
1603,14,8,A,97,108,84,5,-1,17,69,113,60,-1,51
36467,7,6,B,111,47,49,-1,-1,26,54,118,-1,-1,117
8140,10,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
27090,14,2,B,72,-1,-1,-1,-1,17,-1,-1,-1,-1,113
20913,10,6,B,75,53,76,-1,-1,95,87,49,-1,-1,21
38130,13,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
35535,3,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
17577,14,7,A,72,59,55,-1,-1,93,66,37,14,-1,106
19182,8,6,B,44,11,63,-1,-1,109,32,101,-1,-1,0
40852,8,5,B,44,11,63,-1,-1,109,32,-1,-1,-1,0
7625,13,2,B,19,-1,-1,-1,-1,7,-1,-1,-1,-1,84
33604,5,9,B,100,48,24,95,49,76,0,53,90,-1,117
4128,0,5,B,100,48,24,-1,-1,76,0,-1,-1,-1,94
37656,13,3,A,44,-1,-1,-1,-1,9,33,-1,-1,-1,11
36559,9,8,A,72,55,8,109,-1,93,17,36,10,-1,105
41050,12,1,B,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,101
16168,6,7,A,8,56,105,-1,-1,6,112,64,38,-1,79
3633,13,7,A,19,108,84,-1,-1,119,16,110,86,-1,100
4707,3,5,B,19,66,91,-1,-1,119,56,-1,-1,-1,59
18783,0,8,A,75,119,16,113,-1,72,20,9,33,-1,12
25539,6,8,A,108,51,100,102,-1,38,111,64,89,-1,54
29363,10,7,A,100,19,68,-1,-1,21,45,109,32,-1,119
17779,8,7,A,119,36,38,-1,-1,84,108,100,51,-1,62
8278,9,6,B,72,20,58,-1,-1,17,113,89,-1,-1,60
1444,4,8,A,22,55,8,105,-1,68,42,85,36,-1,56
6381,2,1,B,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,101
16540,11,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
36022,11,5,B,33,9,30,-1,-1,108,84,-1,-1,-1,87
28517,4,4,A,47,58,-1,-1,-1,17,19,-1,-1,-1,57
16079,14,8,A,97,108,84,5,-1,17,69,113,60,-1,51
33596,13,3,A,19,-1,-1,-1,-1,119,16,-1,-1,-1,108
44941,14,4,A,72,55,-1,-1,-1,17,69,-1,-1,-1,8
399,11,7,A,108,51,25,-1,-1,38,88,70,22,-1,15
32760,0,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75
38104,13,5,B,69,113,87,-1,-1,59,106,-1,-1,-1,0
13268,13,7,A,94,35,113,-1,-1,84,108,51,5,-1,89
1631,6,3,A,108,-1,-1,-1,-1,38,111,-1,-1,-1,51
4740,3,2,B,19,-1,-1,-1,-1,119,-1,-1,-1,-1,56
18152,5,6,B,50,94,16,-1,-1,20,72,58,-1,-1,56
44193,12,7,A,111,47,99,-1,-1,26,54,17,43,-1,98
5373,12,8,A,61,24,23,70,-1,4,101,115,42,-1,22
18524,6,9,B,108,51,75,15,65,38,88,70,22,-1,6
37871,10,5,B,50,73,21,-1,-1,20,77,-1,-1,-1,119
31305,14,1,B,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
5661,4,6,B,47,8,105,-1,-1,19,17,10,-1,-1,60
33353,10,6,B,100,19,66,-1,-1,21,73,80,-1,-1,31
14827,9,4,A,72,55,-1,-1,-1,17,113,-1,-1,-1,8
15488,6,8,A,58,54,2,101,-1,114,85,48,11,-1,50
39587,14,4,A,47,58,-1,-1,-1,19,17,-1,-1,-1,57
3933,6,6,B,8,2,54,-1,-1,64,89,48,-1,-1,113
21856,4,3,A,72,-1,-1,-1,-1,17,69,-1,-1,-1,55
39134,6,9,B,58,32,109,75,51,25,39,63,112,-1,11
19246,4,2,B,22,-1,-1,-1,-1,68,-1,-1,-1,-1,42
33018,13,8,A,44,61,37,11,-1,9,33,52,25,-1,85
15020,2,0,A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
12831,12,4,A,111,47,-1,-1,-1,26,54,-1,-1,-1,99
20019,11,9,B,58,54,2,1,50,63,35,98,99,-1,46
16822,5,3,A,25,-1,-1,-1,-1,45,21,-1,-1,-1,66
27628,10,8,A,25,66,68,10,-1,45,21,59,80,-1,39
