user_id,uf_1,uf_2,uf_3,uf_4,uf_5,uf_6,uf_7,uf_8
116,CAT_12,CAT_05,CAT_18,PT_V,PT_Y,0.257,0.38,-0.343
117,CAT_15,CAT_17,CAT_01,PT_Z,PT_W,-1.568,-2.343,0.061
118,CAT_17,CAT_01,CAT_11,PT_W,PT_Y,0.393,-0.551,-1.259
119,CAT_02,CAT_00,CAT_14,PT_W,PT_X,-0.618,0.805,1.234
120,CAT_13,CAT_00,CAT_01,PT_W,PT_V,1.127,0.165,-0.433
122,CAT_06,CAT_07,CAT_19,PT_V,PT_Y,0.5,-1.225,-0.502
123,CAT_04,CAT_10,CAT_08,PT_Z,PT_Y,-1.618,0.213,-1.978
124,CAT_16,CAT_00,CAT_09,PT_Z,PT_Z,0.304,1.245,2.374
125,CAT_11,CAT_03,CAT_14,PT_Z,PT_W,1.902,0.899,-0.309
126,CAT_08,CAT_00,CAT_16,PT_V,PT_V,-0.459,1.574,-0.979
128,CAT_02,CAT_11,CAT_12,PT_W,PT_Y,1.124,2.253,-0.653
129,CAT_19,CAT_03,CAT_13,PT_Z,PT_W,-1.187,1.226,-1.225
130,CAT_10,CAT_06,CAT_11,PT_V,PT_V,0.071,0.401,2.156
131,CAT_03,CAT_02,CAT_07,PT_V,PT_V,-0.12,-0.321,-0.418
132,CAT_18,CAT_19,CAT_01,PT_W,PT_X,0.403,-0.735,0.554
134,CAT_16,CAT_12,CAT_19,PT_W,PT_W,-1.033,-0.168,0.594
135,CAT_18,CAT_01,CAT_19,PT_Z,PT_W,0.714,-1.903,-0.247
136,CAT_00,CAT_13,CAT_05,PT_V,PT_V,-0.644,-1.227,0.336
137,CAT_15,CAT_13,CAT_11,PT_V,PT_V,0.157,-3.297,-1.76
138,CAT_10,CAT_05,CAT_06,PT_V,PT_X,0.091,-1.675,1.452
139,CAT_19,CAT_14,CAT_12,PT_Z,PT_V,-0.77,-0.705,-0.43
140,CAT_18,CAT_12,CAT_14,PT_V,PT_Y,-0.391,-0.259,-0.489
141,CAT_15,CAT_05,CAT_16,PT_W,PT_Y,2.562,-0.437,0.149
142,CAT_00,CAT_11,CAT_04,PT_W,PT_V,-2.043,-0.096,-0.797
143,CAT_00,CAT_07,CAT_11,PT_Z,PT_V,0.751,-0.537,0.704
144,CAT_08,CAT_07,CAT_05,PT_V,PT_V,-0.216,-0.882,-0.046
145,CAT_00,CAT_03,CAT_08,PT_W,PT_V,-0.287,0.69,-0.827
146,CAT_14,CAT_02,CAT_04,PT_Z,PT_X,-1.044,-0.128,-1.777
149,CAT_07,CAT_17,CAT_13,PT_V,PT_X,0.174,-0.219,-0.079
150,CAT_00,CAT_19,CAT_11,PT_W,PT_Y,-1.161,0.518,2.665
151,CAT_02,CAT_16,CAT_10,PT_Z,PT_Y,2.614,0.959,-0.069
152,CAT_07,CAT_10,CAT_03,PT_V,PT_X,0.544,0.852,-0.186
153,CAT_18,CAT_12,CAT_00,PT_V,PT_V,-0.365,-0.516,-1.046
154,CAT_03,CAT_00,CAT_17,PT_W,PT_X,-0.784,1.141,-0.136
155,CAT_03,CAT_19,CAT_15,PT_V,PT_V,-0.026,0.447,-0.809
157,CAT_10,CAT_01,CAT_18,PT_V,PT_V,0.838,-1.02,-0.054
158,CAT_14,CAT_00,CAT_12,PT_W,PT_V,-0.836,-0.962,0.32
159,CAT_04,CAT_17,CAT_02,PT_Z,PT_Z,0.615,-0.248,-0.724
160,CAT_17,CAT_18,CAT_06,PT_W,PT_Y,0.499,0.912,1.336
161,CAT_19,CAT_16,CAT_05,PT_W,PT_W,-1.925,1.281,1.004
162,CAT_00,CAT_03,CAT_07,PT_V,PT_X,-0.398,0.6,-1.558
163,CAT_04,CAT_16,CAT_05,PT_Z,PT_Z,0.289,-2.268,1.76
164,CAT_18,CAT_13,CAT_02,PT_W,PT_V,1.689,1.294,2.586
165,CAT_14,CAT_17,CAT_15,PT_V,PT_Y,0.852,0.423,-1.169
166,CAT_14,CAT_13,CAT_16,PT_V,PT_V,0.938,-1.822,-0.712
167,CAT_02,CAT_01,CAT_17,PT_W,PT_X,-2.289,1.413,0.028
168,CAT_05,CAT_03,CAT_09,PT_V,PT_X,0.219,-1.045,1.952
169,CAT_09,CAT_01,CAT_17,PT_W,PT_V,-0.339,-1.453,0.15
170,CAT_13,CAT_07,CAT_12,PT_V,PT_V,2.232,0.432,-0.825
171,CAT_02,CAT_14,CAT_04,PT_W,PT_Y,-0.186,-0.501,1.84
172,CAT_00,CAT_09,CAT_06,PT_V,PT_X,-1.49,1.465,1.088
173,CAT_11,CAT_08,CAT_04,PT_W,PT_X,0.146,-1.555,2.455
174,CAT_03,CAT_17,CAT_13,PT_W,PT_W,0.629,0.323,0.81
175,CAT_01,CAT_19,CAT_09,PT_V,PT_V,0.607,-1.008,-1.208
177,CAT_16,CAT_08,CAT_17,PT_Z,PT_W,-0.324,1.379,-1.427
178,CAT_19,CAT_12,CAT_09,PT_W,PT_W,0.973,0.515,0.728
179,CAT_15,CAT_17,CAT_18,PT_V,PT_V,1.054,0.983,1.782
180,CAT_13,CAT_10,CAT_08,PT_Z,PT_V,0.967,0.555,1.92
181,CAT_11,CAT_17,CAT_08,PT_W,PT_V,-0.858,-0.14,-0.343
182,CAT_00,CAT_12,CAT_15,PT_V,PT_Y,1.189,-0.209,1.21
183,CAT_14,CAT_07,CAT_17,PT_W,PT_Y,-0.691,-1.265,0.592
184,CAT_01,CAT_06,CAT_18,PT_W,PT_Y,0.607,-0.617,1.088
185,CAT_09,CAT_19,CAT_12,PT_W,PT_V,1.242,0.691,1.694
186,CAT_19,CAT_16,CAT_07,PT_V,PT_X,0.432,-0.415,-1.573
187,CAT_17,CAT_16,CAT_12,PT_W,PT_X,-0.296,-1.351,-1.666
188,CAT_12,CAT_19,CAT_15,PT_Z,PT_X,0.881,0.03,0.229
189,CAT_18,CAT_14,CAT_19,PT_V,PT_Y,0.008,0.024,0.207
190,CAT_19,CAT_10,CAT_12,PT_Z,PT_V,0.417,-0.461,1.272
191,CAT_06,CAT_12,CAT_13,PT_Z,PT_X,-1.399,0.48,-1.988
192,CAT_19,CAT_00,CAT_13,PT_W,PT_X,2.977,-0.352,0.111
193,CAT_03,CAT_18,CAT_10,PT_V,PT_Y,0.633,1.272,-1.994
194,CAT_16,CAT_11,CAT_12,PT_V,PT_X,0.581,1.441,0.626
195,CAT_04,CAT_14,CAT_11,PT_V,PT_X,1.799,0.132,0.778
196,CAT_18,CAT_12,CAT_01,PT_Z,PT_W,-1.063,-0.182,-0.35
197,CAT_07,CAT_00,CAT_01,PT_W,PT_W,1.105,0.717,-1.95
198,CAT_19,CAT_02,CAT_12,PT_W,PT_W,0.392,-0.804,0.298
199,CAT_04,CAT_09,CAT_14,PT_W,PT_X,0.698,0.404,0.726
200,CAT_10,CAT_05,CAT_11,PT_W,PT_Y,0.469,1.242,-2.956
201,CAT_03,CAT_17,CAT_16,PT_W,PT_V,-0.447,0.56,-1.224
203,CAT_19,CAT_03,CAT_09,PT_W,PT_X,0.947,-0.605,0.467
204,CAT_10,CAT_05,CAT_09,PT_Z,PT_Z,1.405,2.403,-0.423
205,CAT_04,CAT_10,CAT_11,PT_V,PT_Y,-0.126,0.297,-0.703
206,CAT_15,CAT_04,CAT_07,PT_Z,PT_Y,0.212,0.291,1.191
207,CAT_18,CAT_12,CAT_04,PT_V,PT_V,1.038,0.673,-0.562
208,CAT_08,CAT_13,CAT_15,PT_W,PT_W,-0.439,0.703,1.304
209,CAT_04,CAT_11,CAT_00,PT_V,PT_V,-0.331,-0.755,0.571
210,CAT_19,CAT_01,CAT_04,PT_W,PT_X,-0.923,1.017,0.705
211,CAT_06,CAT_07,CAT_13,PT_V,PT_Y,0.064,0.777,-0.671
212,CAT_16,CAT_03,CAT_12,PT_V,PT_V,-0.797,0.234,-1.118
213,CAT_04,CAT_19,CAT_10,PT_V,PT_X,-0.369,0.898,-0.39
214,CAT_15,CAT_09,CAT_07,PT_Z,PT_W,0.132,1.899,0.737
215,CAT_11,CAT_00,CAT_12,PT_W,PT_W,0.558,-0.109,0.628
216,CAT_17,CAT_10,CAT_02,PT_W,PT_Y,1.144,2.008,0.838
218,CAT_11,CAT_07,CAT_16,PT_W,PT_X,0.708,1.045,0.231
219,CAT_15,CAT_18,CAT_16,PT_Z,PT_V,-1.713,0.848,-1.268
220,CAT_16,CAT_19,CAT_02,PT_V,PT_V,0.819,1.623,1.01
221,CAT_07,CAT_12,CAT_10,PT_W,PT_W,-1.762,-0.091,-1.514
222,CAT_09,CAT_03,CAT_13,PT_V,PT_V,1.349,-0.693,-3.45
223,CAT_02,CAT_07,CAT_16,PT_W,PT_V,-0.739,0.915,-0.836
224,CAT_19,CAT_07,CAT_08,PT_V,PT_X,0.427,0.48,1.392
225,CAT_01,CAT_14,CAT_09,PT_Z,PT_Y,0.483,-0.57,0.515
226,CAT_11,CAT_07,CAT_02,PT_W,PT_W,0.011,1.218,0.372
227,CAT_00,CAT_10,CAT_09,PT_W,PT_X,0.693,-1.276,-0.437
228,CAT_00,CAT_01,CAT_05,PT_Z,PT_X,-0.387,0.042,0.082
229,CAT_11,CAT_14,CAT_13,PT_V,PT_Y,-0.578,-0.957,1.157
230,CAT_04,CAT_09,CAT_18,PT_W,PT_V,-1.017,-0.572,1.396
231,CAT_02,CAT_03,CAT_09,PT_Z,PT_Y,-0.993,0.183,0.443
232,CAT_18,CAT_10,CAT_07,PT_Z,PT_W,-1.038,0.793,0.371
234,CAT_15,CAT_03,CAT_06,PT_Z,PT_W,-0.211,-0.148,-0.147
235,CAT_11,CAT_07,CAT_00,PT_Z,PT_V,-0.853,1.448,-1.234
236,CAT_13,CAT_11,CAT_03,PT_V,PT_X,-0.851,-1.01,2.021
237,CAT_02,CAT_01,CAT_14,PT_Z,PT_Y,0.133,-1.42,-0.845
238,CAT_14,CAT_09,CAT_18,PT_Z,PT_V,1.57,-1.178,0.969
239,CAT_07,CAT_17,CAT_03,PT_Z,PT_X,1.093,1.034,-0.669
240,CAT_15,CAT_07,CAT_17,PT_Z,PT_Y,1.061,-0.576,1.17
241,CAT_17,CAT_04,CAT_02,PT_V,PT_V,-0.923,1.214,-0.775
242,CAT_03,CAT_15,CAT_09,PT_W,PT_Y,1.12,-1.094,-2.382
243,CAT_02,CAT_13,CAT_16,PT_V,PT_X,1.484,1.761,-0.802
244,CAT_11,CAT_17,CAT_15,PT_Z,PT_V,-1.091,0.746,0.67
246,CAT_11,CAT_09,CAT_17,PT_V,PT_V,-0.09,0.534,0.911
247,CAT_17,CAT_07,CAT_15,PT_V,PT_X,-0.766,-0.479,2.082
248,CAT_15,CAT_11,CAT_16,PT_V,PT_Y,1.081,-0.399,0.656
249,CAT_12,CAT_02,CAT_14,PT_W,PT_X,1.614,0.019,1.413
250,CAT_16,CAT_13,CAT_07,PT_V,PT_V,-1.096,-0.646,-0.177
251,CAT_10,CAT_09,CAT_13,PT_W,PT_W,-0.293,1.272,2.316
252,CAT_03,CAT_04,CAT_07,PT_W,PT_X,0.403,0.317,-0.619
253,CAT_13,CAT_01,CAT_09,PT_W,PT_W,0.262,1.583,-0.91
254,CAT_02,CAT_08,CAT_03,PT_Z,PT_X,0.145,0.041,-0.955
255,CAT_06,CAT_14,CAT_00,PT_W,PT_V,-0.156,-1.414,-2.205
257,CAT_04,CAT_12,CAT_19,PT_V,PT_X,0.531,1.308,0.456
258,CAT_18,CAT_06,CAT_10,PT_W,PT_X,-0.048,-0.619,-0.959
259,CAT_04,CAT_09,CAT_19,PT_W,PT_W,0.787,1.107,-2.888
260,CAT_12,CAT_11,CAT_18,PT_V,PT_Y,1.914,-0.78,0.737
261,CAT_08,CAT_01,CAT_03,PT_W,PT_W,-1.373,0.22,1.266
262,CAT_06,CAT_01,CAT_05,PT_W,PT_Y,-0.109,0.255,-0.037
263,CAT_04,CAT_13,CAT_05,PT_Z,PT_X,-1.298,1.188,-0.232
264,CAT_16,CAT_10,CAT_18,PT_Z,PT_W,-0.765,-0.394,0.401
265,CAT_10,CAT_06,CAT_01,PT_Z,PT_X,-2.359,-0.974,1.354
266,CAT_17,CAT_04,CAT_02,PT_V,PT_V,0.98,-1.717,2.147
267,CAT_01,CAT_05,CAT_02,PT_V,PT_Y,0.231,-2.981,-0.523
268,CAT_09,CAT_18,CAT_13,PT_Z,PT_X,0.895,1.293,-1.821
269,CAT_00,CAT_09,CAT_16,PT_W,PT_V,1.321,-0.169,0.602
270,CAT_09,CAT_08,CAT_05,PT_V,PT_V,0.703,0.057,-0.418
271,CAT_01,CAT_18,CAT_14,PT_V,PT_Y,0.246,-0.299,1.043
272,CAT_01,CAT_05,CAT_16,PT_Z,PT_Y,-1.175,0.737,-0.103
273,CAT_13,CAT_18,CAT_08,PT_Z,PT_X,-0.875,0.898,1.139
274,CAT_06,CAT_17,CAT_18,PT_Z,PT_X,-1.189,-0.523,1.865
275,CAT_07,CAT_02,CAT_03,PT_Z,PT_Y,1.478,-2.979,0.249
276,CAT_09,CAT_12,CAT_05,PT_W,PT_Y,-0.257,1.968,0.852
277,CAT_14,CAT_00,CAT_10,PT_W,PT_X,0.12,0.72,-0.79
279,CAT_01,CAT_10,CAT_12,PT_Z,PT_V,0.937,-2.188,0.805
280,CAT_02,CAT_08,CAT_04,PT_W,PT_Y,-3.003,0.678,0.814
281,CAT_05,CAT_15,CAT_13,PT_Z,PT_Z,-1.086,0.495,1.019
282,CAT_05,CAT_19,CAT_18,PT_V,PT_X,-2.258,0.601,0.5
283,CAT_11,CAT_09,CAT_08,PT_W,PT_V,-2.015,-0.304,1.241
284,CAT_06,CAT_18,CAT_04,PT_Z,PT_W,-0.325,1.372,1.121
285,CAT_00,CAT_03,CAT_13,PT_V,PT_V,-1.021,0.98,0.867
286,CAT_04,CAT_13,CAT_19,PT_Z,PT_W,-0.208,-0.787,0.899
287,CAT_14,CAT_03,CAT_00,PT_V,PT_Y,0.572,0.307,-0.937
289,CAT_08,CAT_11,CAT_15,PT_V,PT_X,0.209,-0.619,-0.211
290,CAT_16,CAT_02,CAT_12,PT_Z,PT_Z,-1.641,0.235,-0.006
291,CAT_03,CAT_09,CAT_07,PT_W,PT_Y,0.895,-0.287,-0.292
292,CAT_02,CAT_01,CAT_19,PT_Z,PT_Y,0.336,-1.333,-0.005
294,CAT_13,CAT_01,CAT_06,PT_W,PT_W,-0.568,0.287,0.23
295,CAT_18,CAT_19,CAT_12,PT_W,PT_X,-2.486,-0.363,0.825
296,CAT_07,CAT_19,CAT_17,PT_V,PT_Y,-0.717,-0.343,-0.998
297,CAT_03,CAT_07,CAT_00,PT_V,PT_V,-0.768,-0.598,0.299
298,CAT_18,CAT_07,CAT_08,PT_V,PT_V,0.492,-0.252,-0.856
300,CAT_07,CAT_00,CAT_18,PT_W,PT_W,0.15,0.033,0.269
301,CAT_13,CAT_03,CAT_17,PT_V,PT_V,-0.486,-2.058,1.527
302,CAT_06,CAT_00,CAT_10,PT_W,PT_W,-3.095,-0.934,-1.809
303,CAT_19,CAT_05,CAT_14,PT_V,PT_X,-0.348,1.989,0.694
304,CAT_09,CAT_17,CAT_18,PT_W,PT_Y,-0.059,1.878,0.395
305,CAT_17,CAT_06,CAT_15,PT_W,PT_W,-1.164,-0.239,0.476
306,CAT_17,CAT_13,CAT_06,PT_Z,PT_Z,-1.231,-1.043,-0.048
307,CAT_04,CAT_06,CAT_14,PT_W,PT_W,-0.334,-0.095,-0.147
308,CAT_00,CAT_01,CAT_16,PT_V,PT_V,-1.165,-1.118,1.168
309,CAT_12,CAT_16,CAT_08,PT_V,PT_V,0.875,0.797,-0.639
310,CAT_07,CAT_18,CAT_00,PT_W,PT_X,-1.359,-0.15,-1.06
311,CAT_12,CAT_16,CAT_05,PT_V,PT_Y,0.139,-1.065,1.792
312,CAT_12,CAT_14,CAT_04,PT_V,PT_V,-1.112,0.843,-1.001
313,CAT_09,CAT_13,CAT_14,PT_Z,PT_X,0.075,0.754,-1.514
314,CAT_06,CAT_05,CAT_04,PT_V,PT_X,0.166,-0.466,-0.647
315,CAT_07,CAT_19,CAT_05,PT_W,PT_Y,-1.912,0.837,0.84
316,CAT_04,CAT_00,CAT_07,PT_Z,PT_Z,-0.519,1.629,0.827
317,CAT_13,CAT_02,CAT_09,PT_V,PT_X,0.468,-0.618,-0.53
318,CAT_06,CAT_04,CAT_03,PT_Z,PT_Y,1.617,-0.57,-1.578
319,CAT_16,CAT_12,CAT_15,PT_W,PT_W,-0.11,0.239,-0.609
320,CAT_00,CAT_04,CAT_19,PT_Z,PT_W,0.385,-0.174,0.049
321,CAT_10,CAT_01,CAT_09,PT_V,PT_V,-1.186,-2.271,-0.693
323,CAT_15,CAT_17,CAT_14,PT_Z,PT_X,-1.645,-0.745,0.64
324,CAT_14,CAT_12,CAT_08,PT_W,PT_Y,-3.161,-1.076,0.964
325,CAT_15,CAT_05,CAT_06,PT_V,PT_X,-0.676,0.479,2.126
326,CAT_18,CAT_16,CAT_08,PT_W,PT_X,-0.17,0.034,-0.063
327,CAT_07,CAT_19,CAT_03,PT_W,PT_V,0.741,0.51,0.761
328,CAT_18,CAT_12,CAT_09,PT_V,PT_X,0.479,0.109,0.987
329,CAT_07,CAT_18,CAT_16,PT_V,PT_V,0.228,-0.225,1.355
331,CAT_11,CAT_17,CAT_19,PT_Z,PT_X,-0.501,-1.755,1.477
333,CAT_03,CAT_13,CAT_00,PT_W,PT_W,-0.997,-0.296,1.062
335,CAT_11,CAT_09,CAT_04,PT_Z,PT_Y,-0.158,-0.211,0.64
336,CAT_07,CAT_05,CAT_04,PT_W,PT_W,-1.202,-0.42,-0.577
337,CAT_07,CAT_01,CAT_02,PT_V,PT_V,0.679,-1.753,0.08
338,CAT_10,CAT_12,CAT_09,PT_Z,PT_W,1.546,1.294,-1.121
339,CAT_04,CAT_17,CAT_15,PT_W,PT_Y,1.951,-0.77,0.572
340,CAT_01,CAT_03,CAT_19,PT_Z,PT_V,-2.316,-2.351,-0.55
341,CAT_00,CAT_06,CAT_10,PT_V,PT_Y,-0.554,0.929,1.162
342,CAT_04,CAT_17,CAT_00,PT_Z,PT_X,1.586,-0.621,0.334
344,CAT_10,CAT_01,CAT_12,PT_V,PT_Y,-1.268,0.045,2.176
345,CAT_03,CAT_13,CAT_09,PT_Z,PT_V,-0.486,0.604,1.303
346,CAT_01,CAT_18,CAT_00,PT_W,PT_W,1.849,-0.274,-1.506
347,CAT_16,CAT_17,CAT_03,PT_W,PT_X,-2.233,-0.096,1.0
