sample_id,source,target
138,ni gek PRF SG ACC SBJ PAS,igekleshetnefse
139,le saso PST DU NOM SBJ CAU,sasosogvapoksa
140,go lopidu FUT PL DAT IMP CAU,lopidurulonkatrugdo
141,zun sobvus PRF DU NOM SBJ PAS,sobvusannashavamafsa
142,re ludera PRF PL GEN IND ACT,luderalashonun
143,dip lopidu PRF DU GEN IMP CAU,lopidunasravuntovdo
144,vum gettoge FUT SG GEN IND MID,gettogenrilinlim
145,zef tomise HAB PL NOM IMP PAS,tomisetirennevde
146,soz sami PRS DU GEN IMP PAS,samevinnevde
147,bi fablo PST SG GEN IND PAS,fablosokunnav
148,lug guma PRF DU ACC IND MID,gumanashavotlum
149,ru divi PST PL GEN IMP CAU,divitekenintigde
150,soz numberer HAB SG NOM IND MID,numbererdirlim
151,te fal PST SG ACC IMP CAU,falsokottogdo
152,mes tibipep PRS SG ACC IND MID,tibipepetlim
153,kit purimu PST DU ACC IMP CAU,purimutogvottogdo
154,fiz ninefef PRF PL GEN IMP MID,ninefeffeneshenlimde
155,kig podupge PRF DU NOM SBJ ACT,podupgeneshevese
156,gi tosmagi PRF SG NOM IND MID,tosmagileshelum
157,va nikor PRS PL DAT IND CAU,nikoronkatog
158,gid bok PST DU DAT IMP MID,boktogvakalamdo
159,ba voburda FUT SG NOM IND ACT,voburdarul
160,zer kodi PRF SG ACC SBJ PAS,kodineshetnefse
161,zut lebvi HAB DU ACC IND CAU,lebvitirvettig
162,saf siglu FUT SG DAT SBJ PAS,siglurulkanufsa
163,zut zagef PRF SG DAT SBJ ACT,zagefneshekese
164,te nudaz HAB DU NOM IND MID,nudazzurvalem
165,ra kosmi HAB DU GEN IMP MID,kosmidirvinlimde
166,gis pireke PST SG NOM IND ACT,pirekitek
167,gof torvofam PST PL ACC IND PAS,turvufomtokonotnav
168,fiz vovata PST PL ACC SBJ MID,vovatatokonotlamsa
169,pik kutiket FUT DU NOM IMP ACT,kutrketrilvede
170,vo pezvilru HAB SG ACC IMP MID,pezvilrudurotlemde
171,gis zuzizu PST DU ACC IND MID,zuzizutogvotlam
172,mun gome PST DU DAT SBJ MID,gomentegvekelamsa
173,nar nudaz PRS DU DAT SBJ ACT,nudazavamasa
174,vus nilirdi PST SG NOM IMP PAS,inilirditeknivde
175,var sigon FUT PL DAT IND ACT,zigonrulonka
176,vim tepes PRF PL DAT SBJ PAS,tepesenneshenkemefse
177,tot zara PRF DU DAT IMP CAU,zaranashavakatovdo
178,pu pegre FUT SG ACC SBJ MID,pegreriletlimse
179,se zupnav PST PL GEN IND MID,zupnafsokonunlam
180,rer sonpa PRS DU ACC IND PAS,sonpavotnaf
181,gu refzepvu PRS PL NOM IMP CAU,refzepvontogdo
182,pu guma HAB SG GEN SBJ CAU,gumaduruntoksa
183,dip dufa HAB PL DAT SBJ CAU,dufaturonkatoksa
184,fu butuf PRF DU NOM IND CAU,butuffanashavatov
185,ve zofmas FUT PL GEN IND CAU,zofmasrulonuntarug
186,ko bivelgob PRS PL DAT IND CAU,bivelgobonkatog
187,zun redgo PRS SG NOM SBJ PAS,redganamafsa
188,zop biva PRF SG DAT IMP ACT,bivanashakado
189,sod medapge HAB SG DAT IMP MID,medapgedirkelimde
190,su kosu FUT SG ACC SBJ ACT,kosurulotsa
191,na bulte PRS PL ACC IND ACT,bultenet
192,lug pebmi PRS SG GEN SBJ ACT,pebminse
193,tep diba FUT PL NOM IMP MID,tibarulonlemde
194,pu repnabi FUT DU ACC IND MID,repnabirilvetlim
195,vus zavsane PST SG GEN IND ACT,zavsanetekin
196,ba rartisuv PRF SG GEN IND ACT,rartisuvnashun
197,rog gome HAB DU GEN IND MID,gomedirvinlim
198,gof petudro PRS PL DAT IMP ACT,petudronkado
199,ban gogonbul PRF PL NOM SBJ PAS,gogonbulannashonmafsa
200,si dopga PST PL NOM IMP ACT,dopgasokondo
201,mar nugtube PRS DU DAT IND MID,sometevekelim
202,fid dagakbo PRF SG GEN SBJ CAU,dagakbonashuntofsa
203,be sigon PRS PL NOM IND CAU,sigonontog
204,bi tosmagi PST DU DAT SBJ PAS,tosmagisegvekenifse
205,var lebvi PST SG DAT IND MID,lebvitekkelam
206,lu nubnum PST PL DAT IMP CAU,nubnumtokonkatogdo
207,se vino HAB DU DAT SBJ MID,vinozurvakalemse
208,lu vadso PRS PL DAT IMP ACT,vadsonkado
209,lug goniso PRS DU ACC SBJ CAU,gonisavottoksa
210,saf koflu HAB DU GEN IND PAS,kofluturvunnaf
211,si zoli PST DU ACC IMP MID,zolisegvetlamdo
212,pik gatdos HAB PL NOM IMP MID,gatdosturonlemde
213,sa mavifap HAB DU DAT IMP CAU,mavifabdurvakatogdo
214,taf voro HAB SG GEN SBJ MID,voroturunlemse
215,ro dunsu PRF PL GEN IND CAU,sunsunashonuntov
216,fid libu HAB SG ACC IMP PAS,libudurotnavdo
217,rug gar PST DU ACC IMP CAU,gartogvottogno
218,li valiki FUT SG NOM SBJ ACT,valikirilse
219,deg libu PRS SG NOM IND CAU,libatog
220,mes kakepu PRF PL NOM SBJ MID,kakepunasgonlumsa
221,tep sami PRF PL DAT SBJ CAU,samineshenketifse
222,gak nubu PST PL ACC IND ACT,nubutokonot
223,ved rozavi PST PL ACC IND PAS,rozavitekenetniv
224,li petu PRF SG DAT IMP MID,petulashakalumdo
225,no kodi HAB PL DAT SBJ ACT,kodifirenkese
226,te leti PRS SG ACC IND MID,betetlim
227,gis zuzol PRS SG ACC SBJ ACT,zuzolotsa
228,gak palepa PRF SG NOM SBJ ACT,palepanashasa
229,mes pekla FUT DU GEN IND PAS,peklarulvunnuf
230,var diku PST PL DAT SBJ MID,dikutokonkalamsa
231,ne tepo PST SG DAT IMP MID,teposokkamamdo
232,dip tumon PST DU NOM IND MID,tumontogvalam
233,re lave PRS PL ACC IND PAS,lavenetnef
234,taf saso PRF PL DAT IND MID,sasonashonkalum
235,fo timmuna PRF PL GEN SBJ ACT,timmunanashonunsa
236,zut zara PRF PL ACC SBJ MID,zaranashonotlumsa
237,kut gonkuk HAB DU NOM IMP MID,gonkukturvalemde
238,ban rikizu PST PL ACC IND PAS,rikizantokonotmav
239,gis dovu FUT SG ACC IMP PAS,dovurulotnuvdo
240,ko fariv PRF DU DAT IMP MID,farivneshevekelumdo
241,gis gonkuk FUT SG GEN IMP MID,divrilinlitde
242,zut dizad HAB DU DAT IMP PAS,dizatturvakando
243,gaf zake HAB PL ACC IND MID,zaketirenetlim
244,va duf PRF DU NOM IND PAS,dufnashavanaf
245,ruk vafve PST PL DAT IND ACT,vafvetekenke
246,kak norto PST PL NOM IND MID,nortotokonlau
247,fo gozi FUT SG GEN SBJ ACT,gozirilinse
248,be losif PST PL ACC IND MID,losefsekefetlam
249,ban reten HAB SG ACC IMP PAS,retdnendiretmevde
250,pef zuzizu PST DU GEN IND CAU,zuzizutogvuntog
251,zef fafe HAB DU DAT IND PAS,fafetirveken
252,gid butuf HAB SG NOM IND PAS,butuvdurnaf
253,dar nolli HAB DU GEN IND ACT,noelidirvin
254,be zipa FUT SG DAT IMP MID,ziparulkalemde
255,tep gome PRF SG GEN IND CAU,gomeneshintiv
256,var papseg PST DU DAT SBJ ACT,papsektegvekeie
257,reg lonse PST PL GEN IMP PAS,ilonsetekeninnivde
258,zu sazsonu HAB PL ACC IMP MID,sazsonuduronotlemde
259,fe ninefef HAB PL GEN IMP ACT,ninefevzireninde
260,ni vatu PRS PL DAT IND CAU,vatonkatog
261,ne puso FUT DU NOM IMP CAU,busorulvatrugdo
262,su pufo PRS DU DAT IMP CAU,pufavakatogdo
263,da pubu PRF PL NOM IMP PAS,pubunasronnavdo
264,deg desemup HAB DU DAT IND ACT,desemubdurvaka
265,vo supkur HAB PL NOM IND ACT,supkurduron
266,fid numberer FUT PL NOM IND ACT,numbererrilen
267,se buvikzub PRF PL GEN IMP CAU,buvikzublashonuntovdo
268,mo lopidu HAB SG NOM IND CAU,lopidudurtog
269,ros fuziz PRS DU NOM SBJ ACT,fuzizevese
270,ra gomkuziz FUT PL DAT SBJ ACT,gomkuzizrilenkebe
271,tot vefiso PRS SG ACC IMP MID,vefisotlemde
272,vud fevempo HAB PL NOM SBJ CAU,fevempodurontoksa
273,ki miruvdu PRS DU NOM SBJ ACT,miruvdavasa
274,rus rifpo HAB DU DAT IMP CAU,rlfpoturvakatogdo
275,vaz redgo HAB DU NOM IMP PAS,redgodurvanavdo
276,gaf fabu FUT DU NOM SBJ ACT,faburulvasa
277,kig mim HAB PL ACC IND MID,mimdirendtlim
278,bo puvgi FUT SG ACC IND PAS,puvgiriletnif
279,re mosu PRS PL ACC SBJ ACT,mosonotsa
280,vud dabo PRF DU ACC SBJ ACT,dabonashavotsa
281,pef fuziz PRF SG NOM IND ACT,fuziznesh
282,gaf vupla HAB DU NOM IMP ACT,vuplaturvado
283,vud fufzivu PST SG GEN IND PAS,fufzivutokunnav
284,kak zake HAB DU GEN IND ACT,zaketirvin
285,dar gezupid PST DU NOM IMP CAU,gezupittegvetigde
286,va lebvi PRF SG DAT IND PAS,lebvineshekenef
287,gig lompulov HAB DU ACC SBJ ACT,lompulovdurvotsa
288,vo deke PRF SG NOM IND CAU,dekeneshetiv
289,vud difuto PRS DU NOM IND ACT,difutava
290,gi gettoge PRF SG ACC IMP ACT,gettogeleshedde
291,re vefiso PRS DU NOM IMP ACT,vefisavado
292,dip selasu PRS DU GEN SBJ PAS,selasavunnafsa
293,se ropbumvu PST DU NOM SBJ CAU,ropbumvusogvatoksa
294,zev kapan PST PL DAT IND MID,kapantokonkalam
295,ved mevilas PRS SG NOM IMP PAS,mevilasanavdo
296,mar vino PRS DU DAT IMP MID,vinavakalemde
297,rog nuro HAB DU DAT IMP CAU,nurodurvakatogdo
298,ma rikizu HAB PL NOM SBJ MID,rikizuduronlemse
299,gi pubu PRF SG NOM IMP CAU,pubulashatovdo
300,ki dozug PRS SG DAT IND CAU,dozugakatog
301,ro libu HAB SG DAT SBJ ACT,libukurkasa
302,po puznama HAB DU GEN SBJ PAS,puznamadurvunnafsa
303,var nubu FUT SG ACC IND MID,nuburulotlem
304,rer keris FUT SG GEN SBJ ACT,kerisrilinse
305,lu petu PST DU NOM SBJ MID,potutogvalamsa
306,lam vivida PST PL ACC IMP ACT,vividantokonoddo
307,lu bargu PRS SG GEN IND ACT,bargun
308,po mori HAB SG GEN IMP ACT,moridirinde
309,mes vara PRF DU DAT IND MID,varanashavakalum
310,taf vasvupud FUT SG NOM SBJ ACT,vasvupudrulsa
311,vi bor FUT DU ACC SBJ MID,borrulvotlemse
312,vo makpof HAB SG NOM IMP MID,makpovdurlemde
313,vim pone PRF SG ACC IMP MID,ponenneshetlumdo
314,dip fumugi PST DU NOM IMP MID,fumugitegvelamdo
315,sod mori FUT DU GEN IMP ACT,moririlvinde
316,rug vomavod PRS SG ACC SBJ MID,vomavodotlemse
317,ma gogonbul PST DU ACC SBJ PAS,gogonbultogvotnafsa
318,soz doba HAB SG GEN SBJ PAS,dobadurunnafsa
319,ban bupe PRS DU DAT IMP CAU,bupeneveketigde
320,na tumi PST SG NOM IMP ACT,tumitegde
321,kig vibmato HAB DU DAT SBJ CAU,pegdevvidirveketikse
322,tel vul PST DU GEN SBJ MID,vultogvunlassa
323,gig letavir HAB SG GEN SBJ MID,letavirdirinlimse
324,ki tuknitu FUT SG ACC IMP CAU,tukniturulottarugdo
325,mis kigifo HAB DU ACC SBJ CAU,kigifoturvottoksa
326,pil zurbibbu FUT PL ACC SBJ MID,zgrbibburulonotlemse
327,gig nivu PRS DU NOM SBJ PAS,nivavanafsa
328,ror gemiz HAB DU GEN IND ACT,gemizdirvin
329,ba dolimal PST SG GEN SBJ ACT,dolimaltobunsa
330,gar fulli PST SG ACC SBJ CAU,fullitekettikss
331,te miletut HAB DU ACC SBJ ACT,miletutzurvotsa
332,li surfivo FUT DU ACC IMP CAU,surfivorulvottarugdo
333,ni zufnunoz PRS DU DAT IND CAU,zufnunozavakatog
334,fu vadso FUT PL NOM SBJ ACT,vadsorulonsa
335,su pireke FUT PL NOM IND CAU,birekerilenterig
336,mar bulte PRS DU ACC SBJ MID,bultevetlimse
337,bo gettoge FUT PL ACC SBJ CAU,gfttogerilenetterikse
338,zut saras PST PL GEN SBJ MID,sarastokonunlamsa
339,di nutne FUT DU DAT IMP CAU,nutnerilveketrigde
340,bo ziba PST SG ACC SBJ CAU,zebotokottoksa
341,rog tefta PRF SG GEN IND CAU,teftanashuntov
342,vud vapno PST DU DAT IND PAS,vapnotogvakanav
343,dip fonesel PST PL NOM IMP CAU,foneseltekentigde
344,som dubmipki PST SG ACC SBJ PAS,dubmipkenteketmifse
345,sod pubu FUT DU GEN IND CAU,puburulvuntarug
346,vu babdugka HAB DU DAT IMP PAS,babdugkadurvakando
347,kak dagdi FUT SG NOM SBJ MID,dagdirillimse
348,ruk vadso FUT DU GEN IMP PAS,vadsorulvunnugdo
349,fiz vasof PST PL ACC SBJ MID,vasvftokonotlamsa
350,vo bat HAB SG ACC SBJ ACT,baddurotsa
351,zut ruptur PRF SG ACC SBJ PAS,rupturnashotnafsa
352,ve gettoge FUT PL ACC IMP MID,gettogerilenetlimde
353,pom pikkabog FUT DU NOM IMP ACT,pikkabodanrulvado
354,gak kumro FUT PL DAT IND CAU,kumrorulonkatmug
355,gi kuzrorpi PRS DU GEN SBJ PAS,kuzrorpevinnefse
356,mun fosof FUT PL ACC SBJ ACT,fosofanrulonotsa
357,pik nivu PST DU NOM IND ACT,nivatogva
358,kak bat PST SG DAT IMP MID,bottokkalamdo
359,seb numberer HAB DU DAT SBJ ACT,numbererdirvekese
360,reg puso HAB SG NOM IMP MID,pusodurlemde
361,zer reten PRF PL NOM IMP ACT,retenneshende
362,vud puznama PRF SG NOM IMP PAS,puznamanashanavdo
363,ko kozata PST SG ACC IND CAU,kozatatokottog
364,rer nokvu HAB SG GEN SBJ PAS,unokvudurunnafsa
365,zut pekla PRS DU ACC IMP MID,peklavotlemde
366,fe sazsonu HAB PL GEN IND ACT,sazsonuzuronun
367,tep goloven HAB DU GEN SBJ ACT,goloventirvinse
368,dip veksel PRS DU ACC SBJ CAU,vekselevettikse
369,li ronnari FUT DU DAT SBJ ACT,ronnaririlvekese
370,di kelkozef PRS PL DAT IND MID,kelkozefdnkelim
371,to nubu PST DU GEN SBJ MID,nubutogvunlamsa
372,ve vul PST PL ACC SBJ PAS,vulsokonotnafsa
373,gu tibipep HAB SG NOM IND PAS,tibipebdirnef
374,dip binen HAB DU DAT IND MID,binentirvekelim
375,dip vatu PRS DU NOM IND MID,vatavalem
376,ve dagakbo PRS SG DAT IND CAU,dagakbakatog
377,gis lopidu FUT PL GEN IND CAU,lopidurulonuntarug
378,gaf kalugvo PST DU GEN SBJ MID,kalugvotogvunlamsa
379,zu kisaro PRF SG GEN IND PAS,kisaronashunnaf
380,gi vadso PRF DU DAT IMP ACT,vadsolashavagdo
381,pom butral PRF PL ACC IND ACT,butralannashonot
382,tep sofigaf PST PL ACC SBJ ACT,sofigaftokonotsa
383,ma gezupid HAB DU DAT IMP ACT,gezupiddirvekede
384,mar tapa HAB SG DAT SBJ ACT,tapadurkasa
385,ban tuknitu HAB SG NOM SBJ CAU,tuknitandurtoksa
386,ba tubego FUT DU NOM IND MID,tubegorulvalem
387,gid baza FUT SG NOM IMP ACT,bazaruldo
388,be pori HAB PL ACC IND PAS,porizirenetnef
389,gu zake FUT SG NOM IND ACT,zakeril
390,ruk lompulov HAB DU NOM IMP MID,lompulofturvalemde
391,te ponbu PST SG GEN IND ACT,ponbusokun
392,ro rero FUT DU GEN SBJ ACT,rerorulvunsa
393,ko puvgi PST SG NOM IND CAU,puvgitektig
394,mes timmuna FUT SG NOM IND PAS,dimmunarulnuf
395,mun purimu PRF SG GEN SBJ PAS,purimannashunmafsa
396,zun puz PRF DU GEN IMP CAU,puzannashavuntovdo
397,sod muffo PRF PL DAT SBJ CAU,muffonashonkatofsa
398,sa rone HAB DU NOM SBJ ACT,ronedirvese
399,vaz luva PRS DU ACC IMP PAS,luvavotnavdo
400,gid dagdi PRF PL NOM IMP ACT,dagdineshende
401,fid diseso PRS PL ACC IMP MID,disesonotlemde
402,si bargu PRS SG GEN IND CAU,barguntog
403,zop zepofma PRF SG NOM IMP ACT,zepofmanashado
404,dip beki HAB SG NOM IND ACT,bekitir
405,reg gonkuk PST DU ACC IND CAU,gonkaktogvottog
406,seb timmuna PRS DU DAT IMP MID,timmunavakalemde
407,kit lubopfo PRS SG ACC IND PAS,lubopfotnaf
408,lug dongobu PRF SG NOM SBJ PAS,dongobunashanafsa
409,vum roza PRS PL DAT SBJ MID,rozanonkalemse
410,ba delkur PRS PL ACC IND MID,delkumonotlem
411,kig kunto PRF DU ACC IND CAU,kuntonashavottov
412,bo luf PST SG GEN SBJ CAU,luftokuntoksa
413,vum pipesi FUT DU NOM SBJ ACT,bipesenrilvese
414,ved vozo HAB PL DAT IMP PAS,vozoduronkanavdo
415,fe lompulov PRS SG ACC IMP ACT,lovpulovoddo
416,ra ses FUT PL GEN IND CAU,sesrileninterig
417,ki kumro FUT PL NOM SBJ CAU,kumrorulontaruksa
418,vus buror PST PL DAT IND MID,burortokonkalam
419,ro gena PST DU GEN SBJ ACT,genatorvunsa
420,te pireke FUT DU ACC IMP CAU,birekerilvetterigde
421,tot zipa PRS PL ACC SBJ PAS,ziponotnafsa
422,kit zerle PRS SG GEN SBJ CAU,zerlintikse
423,rug babdugka FUT PL ACC IND ACT,babdugkarulonot
424,pik libu HAB DU ACC IND ACT,libuturvot
425,saf koterti FUT PL NOM IND ACT,gotertirilen
426,var nilirdi PST PL DAT IND ACT,nilirditekenke
427,fe losif FUT SG ACC IMP PAS,losifriletnivde
428,taf nubu PRF DU GEN IND ACT,nubunashavun
429,da fevempo PRF DU DAT IND MID,fevemponashavakalum
430,zu nilirdi HAB SG GEN SBJ CAU,nilirdidirintikse
431,gi dunsu FUT SG ACC SBJ MID,dunsurulotlemse
432,mes diku PST PL DAT IMP PAS,dikutokonkanavdo
433,gid posim FUT PL NOM SBJ PAS,posimrilennifse
434,pom guma PRF DU DAT IMP PAS,gumannashavakamavdo
435,vus dimapu HAB DU ACC IMP MID,dimaputurvatlemde
436,zef mubfi PRF PL DAT IND CAU,mubfineshenketiv
437,vim beku FUT PL GEN IMP CAU,bekanrulonuntarugdo
438,vi mevilas PRS DU GEN IMP CAU,mevilasavunmogdo
439,fe bupe FUT SG NOM SBJ ACT,buperilse
440,vi vonal PRS DU ACC IMP CAU,vonalavottogdo
441,ru binen FUT SG ACC IMP CAU,pinenriletterigde
442,fiz goniso PST SG GEN SBJ MID,gonisotokunlamsa
443,ne guma PST PL NOM IMP MID,gumasokonlamdo
444,mar tilone PRF SG DAT SBJ CAU,tilonenefheketifse
445,kak bigosser HAB SG ACC SBJ CAU,bigossertirettikse
446,sa pikkabog HAB SG ACC SBJ ACT,pikkabogdurotsa
447,gid tossa FUT SG DAT IMP PAS,tossarulkanuvdo
448,ni koda HAB PL GEN SBJ CAU,kodazuronuntoksa
449,soz biru HAB PL DAT IMP MID,biruduronkalemde
